Characteristics.Subject.ID.	Characteristics.Strain.	Factor.Value.Compound.	Comment.chEMBL.ID.	Genotoxicity	Carcinogenicity	Characteristics.Control.	Characteristics.Sample.Match.	Factor.Value.Dose.	Characteristics.DoseUnit.	Time	TimeUnit	Replicate	Characteristics.Vehicle.	array_file	control_file	final_array_name
naphthyl isothiocyanate_40_24h_2	not specified	naphthyl isothiocyanate	CHEMBL1381098	NA	NA	FALSE	naphthyl isothiocyanate_0_24h_2	40	uM	24	h	2	NA	tg_gates_003017021029.CEL	tg_gates_003017021025.CEL	study23_CHEMBL1381098_40uM_24h_2
naphthyl isothiocyanate_200_24h_1	not specified	naphthyl isothiocyanate	CHEMBL1381098	NA	NA	FALSE	naphthyl isothiocyanate_0_24h_1	200	uM	24	h	1	NA	tg_gates_003017021030.CEL	tg_gates_003017021024.CEL	study23_CHEMBL1381098_200uM_24h_1
naphthyl isothiocyanate_200_24h_2	not specified	naphthyl isothiocyanate	CHEMBL1381098	NA	NA	FALSE	naphthyl isothiocyanate_0_24h_2	200	uM	24	h	2	NA	tg_gates_003017022001.CEL	tg_gates_003017021025.CEL	study23_CHEMBL1381098_200uM_24h_2
allyl alcohol_0_2h_1	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	TRUE		0	uM	2	h	1	NA	tg_gates_003017022002.CEL		study23_CHEMBL234926_0uM_2h_1
allyl alcohol_0_2h_2	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	TRUE		0	uM	2	h	2	NA	tg_gates_003017022003.CEL		study23_CHEMBL234926_0uM_2h_2
allyl alcohol_0.8_2h_1	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	FALSE	allyl alcohol_0_2h_1	0.8	uM	2	h	1	NA	tg_gates_003017022004.CEL	tg_gates_003017022002.CEL	study23_CHEMBL234926_0.8uM_2h_1
allyl alcohol_0.8_2h_2	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	FALSE	allyl alcohol_0_2h_2	0.8	uM	2	h	2	NA	tg_gates_003017022005.CEL	tg_gates_003017022003.CEL	study23_CHEMBL234926_0.8uM_2h_2
allyl alcohol_4_2h_1	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	FALSE	allyl alcohol_0_2h_1	4	uM	2	h	1	NA	tg_gates_003017022006.CEL	tg_gates_003017022002.CEL	study23_CHEMBL234926_4uM_2h_1
allyl alcohol_4_2h_2	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	FALSE	allyl alcohol_0_2h_2	4	uM	2	h	2	NA	tg_gates_003017022007.CEL	tg_gates_003017022003.CEL	study23_CHEMBL234926_4uM_2h_2
allyl alcohol_20_2h_1	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	FALSE	allyl alcohol_0_2h_1	20	uM	2	h	1	NA	tg_gates_003017022008.CEL	tg_gates_003017022002.CEL	study23_CHEMBL234926_20uM_2h_1
allyl alcohol_20_2h_2	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	FALSE	allyl alcohol_0_2h_2	20	uM	2	h	2	NA	tg_gates_003017022009.CEL	tg_gates_003017022003.CEL	study23_CHEMBL234926_20uM_2h_2
allyl alcohol_0_8h_1	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	TRUE		0	uM	8	h	1	NA	tg_gates_003017022010.CEL		study23_CHEMBL234926_0uM_8h_1
allyl alcohol_0_8h_2	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	TRUE		0	uM	8	h	2	NA	tg_gates_003017022011.CEL		study23_CHEMBL234926_0uM_8h_2
allyl alcohol_0.8_8h_1	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	FALSE	allyl alcohol_0_8h_1	0.8	uM	8	h	1	NA	tg_gates_003017022012.CEL	tg_gates_003017022010.CEL	study23_CHEMBL234926_0.8uM_8h_1
allyl alcohol_0.8_8h_2	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	FALSE	allyl alcohol_0_8h_2	0.8	uM	8	h	2	NA	tg_gates_003017022013.CEL	tg_gates_003017022011.CEL	study23_CHEMBL234926_0.8uM_8h_2
allyl alcohol_4_8h_1	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	FALSE	allyl alcohol_0_8h_1	4	uM	8	h	1	NA	tg_gates_003017022014.CEL	tg_gates_003017022010.CEL	study23_CHEMBL234926_4uM_8h_1
allyl alcohol_4_8h_2	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	FALSE	allyl alcohol_0_8h_2	4	uM	8	h	2	NA	tg_gates_003017022015.CEL	tg_gates_003017022011.CEL	study23_CHEMBL234926_4uM_8h_2
allyl alcohol_20_8h_1	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	FALSE	allyl alcohol_0_8h_1	20	uM	8	h	1	NA	tg_gates_003017022016.CEL	tg_gates_003017022010.CEL	study23_CHEMBL234926_20uM_8h_1
allyl alcohol_20_8h_2	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	FALSE	allyl alcohol_0_8h_2	20	uM	8	h	2	NA	tg_gates_003017022017.CEL	tg_gates_003017022011.CEL	study23_CHEMBL234926_20uM_8h_2
allyl alcohol_0_24h_1	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	TRUE		0	uM	24	h	1	NA	tg_gates_003017022018.CEL		study23_CHEMBL234926_0uM_24h_1
allyl alcohol_0_24h_2	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	TRUE		0	uM	24	h	2	NA	tg_gates_003017022019.CEL		study23_CHEMBL234926_0uM_24h_2
allyl alcohol_0.8_24h_1	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	FALSE	allyl alcohol_0_24h_1	0.8	uM	24	h	1	NA	tg_gates_003017022020.CEL	tg_gates_003017022018.CEL	study23_CHEMBL234926_0.8uM_24h_1
allyl alcohol_0.8_24h_2	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	FALSE	allyl alcohol_0_24h_2	0.8	uM	24	h	2	NA	tg_gates_003017022021.CEL	tg_gates_003017022019.CEL	study23_CHEMBL234926_0.8uM_24h_2
allyl alcohol_4_24h_1	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	FALSE	allyl alcohol_0_24h_1	4	uM	24	h	1	NA	tg_gates_003017022022.CEL	tg_gates_003017022018.CEL	study23_CHEMBL234926_4uM_24h_1
allyl alcohol_4_24h_2	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	FALSE	allyl alcohol_0_24h_2	4	uM	24	h	2	NA	tg_gates_003017022023.CEL	tg_gates_003017022019.CEL	study23_CHEMBL234926_4uM_24h_2
allyl alcohol_20_24h_1	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	FALSE	allyl alcohol_0_24h_1	20	uM	24	h	1	NA	tg_gates_003017022024.CEL	tg_gates_003017022018.CEL	study23_CHEMBL234926_20uM_24h_1
allyl alcohol_20_24h_2	not specified	allyl alcohol	CHEMBL234926	NGTX	NC	FALSE	allyl alcohol_0_24h_2	20	uM	24	h	2	NA	tg_gates_003017022025.CEL	tg_gates_003017022019.CEL	study23_CHEMBL234926_20uM_24h_2
phenylbutazone_0_2h_1	not specified	phenylbutazone	CHEMBL101	NGTX	C	TRUE		0	uM	2	h	1	NA	tg_gates_003017023007.CEL		study23_CHEMBL101_0uM_2h_1
phenylbutazone_0_2h_2	not specified	phenylbutazone	CHEMBL101	NGTX	C	TRUE		0	uM	2	h	2	NA	tg_gates_003017023008.CEL		study23_CHEMBL101_0uM_2h_2
phenylbutazone_16_2h_1	not specified	phenylbutazone	CHEMBL101	NGTX	C	FALSE	phenylbutazone_0_2h_1	16	uM	2	h	1	NA	tg_gates_003017023009.CEL	tg_gates_003017023007.CEL	study23_CHEMBL101_16uM_2h_1
phenylbutazone_16_2h_2	not specified	phenylbutazone	CHEMBL101	NGTX	C	FALSE	phenylbutazone_0_2h_2	16	uM	2	h	2	NA	tg_gates_003017023010.CEL	tg_gates_003017023008.CEL	study23_CHEMBL101_16uM_2h_2
phenylbutazone_80_2h_1	not specified	phenylbutazone	CHEMBL101	NGTX	C	FALSE	phenylbutazone_0_2h_1	80	uM	2	h	1	NA	tg_gates_003017023011.CEL	tg_gates_003017023007.CEL	study23_CHEMBL101_80uM_2h_1
phenylbutazone_80_2h_2	not specified	phenylbutazone	CHEMBL101	NGTX	C	FALSE	phenylbutazone_0_2h_2	80	uM	2	h	2	NA	tg_gates_003017023012.CEL	tg_gates_003017023008.CEL	study23_CHEMBL101_80uM_2h_2
phenylbutazone_400_2h_1	not specified	phenylbutazone	CHEMBL101	NGTX	C	FALSE	phenylbutazone_0_2h_1	400	uM	2	h	1	NA	tg_gates_003017023013.CEL	tg_gates_003017023007.CEL	study23_CHEMBL101_400uM_2h_1
phenylbutazone_400_2h_2	not specified	phenylbutazone	CHEMBL101	NGTX	C	FALSE	phenylbutazone_0_2h_2	400	uM	2	h	2	NA	tg_gates_003017023014.CEL	tg_gates_003017023008.CEL	study23_CHEMBL101_400uM_2h_2
phenylbutazone_0_8h_1	not specified	phenylbutazone	CHEMBL101	NGTX	C	TRUE		0	uM	8	h	1	NA	tg_gates_003017023015.CEL		study23_CHEMBL101_0uM_8h_1
phenylbutazone_0_8h_2	not specified	phenylbutazone	CHEMBL101	NGTX	C	TRUE		0	uM	8	h	2	NA	tg_gates_003017023016.CEL		study23_CHEMBL101_0uM_8h_2
phenylbutazone_16_8h_1	not specified	phenylbutazone	CHEMBL101	NGTX	C	FALSE	phenylbutazone_0_8h_1	16	uM	8	h	1	NA	tg_gates_003017023017.CEL	tg_gates_003017023015.CEL	study23_CHEMBL101_16uM_8h_1
phenylbutazone_16_8h_2	not specified	phenylbutazone	CHEMBL101	NGTX	C	FALSE	phenylbutazone_0_8h_2	16	uM	8	h	2	NA	tg_gates_003017023018.CEL	tg_gates_003017023016.CEL	study23_CHEMBL101_16uM_8h_2
phenylbutazone_80_8h_1	not specified	phenylbutazone	CHEMBL101	NGTX	C	FALSE	phenylbutazone_0_8h_1	80	uM	8	h	1	NA	tg_gates_003017023019.CEL	tg_gates_003017023015.CEL	study23_CHEMBL101_80uM_8h_1
phenylbutazone_80_8h_2	not specified	phenylbutazone	CHEMBL101	NGTX	C	FALSE	phenylbutazone_0_8h_2	80	uM	8	h	2	NA	tg_gates_003017023020.CEL	tg_gates_003017023016.CEL	study23_CHEMBL101_80uM_8h_2
phenylbutazone_400_8h_1	not specified	phenylbutazone	CHEMBL101	NGTX	C	FALSE	phenylbutazone_0_8h_1	400	uM	8	h	1	NA	tg_gates_003017023021.CEL	tg_gates_003017023015.CEL	study23_CHEMBL101_400uM_8h_1
phenylbutazone_400_8h_2	not specified	phenylbutazone	CHEMBL101	NGTX	C	FALSE	phenylbutazone_0_8h_2	400	uM	8	h	2	NA	tg_gates_003017023022.CEL	tg_gates_003017023016.CEL	study23_CHEMBL101_400uM_8h_2
phenylbutazone_0_24h_1	not specified	phenylbutazone	CHEMBL101	NGTX	C	TRUE		0	uM	24	h	1	NA	tg_gates_003017023023.CEL		study23_CHEMBL101_0uM_24h_1
phenylbutazone_0_24h_2	not specified	phenylbutazone	CHEMBL101	NGTX	C	TRUE		0	uM	24	h	2	NA	tg_gates_003017023024.CEL		study23_CHEMBL101_0uM_24h_2
phenylbutazone_16_24h_1	not specified	phenylbutazone	CHEMBL101	NGTX	C	FALSE	phenylbutazone_0_24h_1	16	uM	24	h	1	NA	tg_gates_003017023025.CEL	tg_gates_003017023023.CEL	study23_CHEMBL101_16uM_24h_1
phenylbutazone_16_24h_2	not specified	phenylbutazone	CHEMBL101	NGTX	C	FALSE	phenylbutazone_0_24h_2	16	uM	24	h	2	NA	tg_gates_003017023026.CEL	tg_gates_003017023024.CEL	study23_CHEMBL101_16uM_24h_2
phenylbutazone_80_24h_1	not specified	phenylbutazone	CHEMBL101	NGTX	C	FALSE	phenylbutazone_0_24h_1	80	uM	24	h	1	NA	tg_gates_003017023027.CEL	tg_gates_003017023023.CEL	study23_CHEMBL101_80uM_24h_1
phenylbutazone_80_24h_2	not specified	phenylbutazone	CHEMBL101	NGTX	C	FALSE	phenylbutazone_0_24h_2	80	uM	24	h	2	NA	tg_gates_003017023028.CEL	tg_gates_003017023024.CEL	study23_CHEMBL101_80uM_24h_2
phenylbutazone_400_24h_1	not specified	phenylbutazone	CHEMBL101	NGTX	C	FALSE	phenylbutazone_0_24h_1	400	uM	24	h	1	NA	tg_gates_003017023029.CEL	tg_gates_003017023023.CEL	study23_CHEMBL101_400uM_24h_1
phenylbutazone_400_24h_2	not specified	phenylbutazone	CHEMBL101	NGTX	C	FALSE	phenylbutazone_0_24h_2	400	uM	24	h	2	NA	tg_gates_003017023030.CEL	tg_gates_003017023024.CEL	study23_CHEMBL101_400uM_24h_2
omeprazole_0_2h_1	not specified	omeprazole	CHEMBL1503	NA	NA	TRUE		0	uM	2	h	1	NA	tg_gates_003017026016.CEL		study23_CHEMBL1503_0uM_2h_1
omeprazole_0_2h_2	not specified	omeprazole	CHEMBL1503	NA	NA	TRUE		0	uM	2	h	2	NA	tg_gates_003017026017.CEL		study23_CHEMBL1503_0uM_2h_2
omeprazole_4.8_2h_1	not specified	omeprazole	CHEMBL1503	NA	NA	FALSE	omeprazole_0_2h_1	4.8	uM	2	h	1	NA	tg_gates_003017026018.CEL	tg_gates_003017026016.CEL	study23_CHEMBL1503_4.8uM_2h_1
omeprazole_4.8_2h_2	not specified	omeprazole	CHEMBL1503	NA	NA	FALSE	omeprazole_0_2h_2	4.8	uM	2	h	2	NA	tg_gates_003017026019.CEL	tg_gates_003017026017.CEL	study23_CHEMBL1503_4.8uM_2h_2
omeprazole_24_2h_1	not specified	omeprazole	CHEMBL1503	NA	NA	FALSE	omeprazole_0_2h_1	24	uM	2	h	1	NA	tg_gates_003017026020.CEL	tg_gates_003017026016.CEL	study23_CHEMBL1503_24uM_2h_1
omeprazole_24_2h_2	not specified	omeprazole	CHEMBL1503	NA	NA	FALSE	omeprazole_0_2h_2	24	uM	2	h	2	NA	tg_gates_003017026021.CEL	tg_gates_003017026017.CEL	study23_CHEMBL1503_24uM_2h_2
omeprazole_120_2h_1	not specified	omeprazole	CHEMBL1503	NA	NA	FALSE	omeprazole_0_2h_1	120	uM	2	h	1	NA	tg_gates_003017026022.CEL	tg_gates_003017026016.CEL	study23_CHEMBL1503_120uM_2h_1
omeprazole_120_2h_2	not specified	omeprazole	CHEMBL1503	NA	NA	FALSE	omeprazole_0_2h_2	120	uM	2	h	2	NA	tg_gates_003017026023.CEL	tg_gates_003017026017.CEL	study23_CHEMBL1503_120uM_2h_2
omeprazole_0_8h_1	not specified	omeprazole	CHEMBL1503	NA	NA	TRUE		0	uM	8	h	1	NA	tg_gates_003017026024.CEL		study23_CHEMBL1503_0uM_8h_1
omeprazole_0_8h_2	not specified	omeprazole	CHEMBL1503	NA	NA	TRUE		0	uM	8	h	2	NA	tg_gates_003017026025.CEL		study23_CHEMBL1503_0uM_8h_2
omeprazole_4.8_8h_1	not specified	omeprazole	CHEMBL1503	NA	NA	FALSE	omeprazole_0_8h_1	4.8	uM	8	h	1	NA	tg_gates_003017026026.CEL	tg_gates_003017026024.CEL	study23_CHEMBL1503_4.8uM_8h_1
omeprazole_4.8_8h_2	not specified	omeprazole	CHEMBL1503	NA	NA	FALSE	omeprazole_0_8h_2	4.8	uM	8	h	2	NA	tg_gates_003017026027.CEL	tg_gates_003017026025.CEL	study23_CHEMBL1503_4.8uM_8h_2
omeprazole_24_8h_1	not specified	omeprazole	CHEMBL1503	NA	NA	FALSE	omeprazole_0_8h_1	24	uM	8	h	1	NA	tg_gates_003017026028.CEL	tg_gates_003017026024.CEL	study23_CHEMBL1503_24uM_8h_1
omeprazole_24_8h_2	not specified	omeprazole	CHEMBL1503	NA	NA	FALSE	omeprazole_0_8h_2	24	uM	8	h	2	NA	tg_gates_003017026029.CEL	tg_gates_003017026025.CEL	study23_CHEMBL1503_24uM_8h_2
omeprazole_120_8h_1	not specified	omeprazole	CHEMBL1503	NA	NA	FALSE	omeprazole_0_8h_1	120	uM	8	h	1	NA	tg_gates_003017026030.CEL	tg_gates_003017026024.CEL	study23_CHEMBL1503_120uM_8h_1
omeprazole_120_8h_2	not specified	omeprazole	CHEMBL1503	NA	NA	FALSE	omeprazole_0_8h_2	120	uM	8	h	2	NA	tg_gates_003017027001.CEL	tg_gates_003017026025.CEL	study23_CHEMBL1503_120uM_8h_2
omeprazole_0_24h_1	not specified	omeprazole	CHEMBL1503	NA	NA	TRUE		0	uM	24	h	1	NA	tg_gates_003017027002.CEL		study23_CHEMBL1503_0uM_24h_1
omeprazole_0_24h_2	not specified	omeprazole	CHEMBL1503	NA	NA	TRUE		0	uM	24	h	2	NA	tg_gates_003017027003.CEL		study23_CHEMBL1503_0uM_24h_2
omeprazole_4.8_24h_1	not specified	omeprazole	CHEMBL1503	NA	NA	FALSE	omeprazole_0_24h_1	4.8	uM	24	h	1	NA	tg_gates_003017027004.CEL	tg_gates_003017027002.CEL	study23_CHEMBL1503_4.8uM_24h_1
omeprazole_4.8_24h_2	not specified	omeprazole	CHEMBL1503	NA	NA	FALSE	omeprazole_0_24h_2	4.8	uM	24	h	2	NA	tg_gates_003017027005.CEL	tg_gates_003017027003.CEL	study23_CHEMBL1503_4.8uM_24h_2
omeprazole_24_24h_1	not specified	omeprazole	CHEMBL1503	NA	NA	FALSE	omeprazole_0_24h_1	24	uM	24	h	1	NA	tg_gates_003017027006.CEL	tg_gates_003017027002.CEL	study23_CHEMBL1503_24uM_24h_1
omeprazole_24_24h_2	not specified	omeprazole	CHEMBL1503	NA	NA	FALSE	omeprazole_0_24h_2	24	uM	24	h	2	NA	tg_gates_003017027007.CEL	tg_gates_003017027003.CEL	study23_CHEMBL1503_24uM_24h_2
omeprazole_120_24h_1	not specified	omeprazole	CHEMBL1503	NA	NA	FALSE	omeprazole_0_24h_1	120	uM	24	h	1	NA	tg_gates_003017027008.CEL	tg_gates_003017027002.CEL	study23_CHEMBL1503_120uM_24h_1
omeprazole_120_24h_2	not specified	omeprazole	CHEMBL1503	NA	NA	FALSE	omeprazole_0_24h_2	120	uM	24	h	2	NA	tg_gates_003017027009.CEL	tg_gates_003017027003.CEL	study23_CHEMBL1503_120uM_24h_2
ethionine_0_2h_1	not specified	ethionine	CHEMBL203187	NA	NA	TRUE		0	uM	2	h	1	NA	tg_gates_003017027010.CEL		study23_CHEMBL203187_0uM_2h_1
ethionine_0_2h_2	not specified	ethionine	CHEMBL203187	NA	NA	TRUE		0	uM	2	h	2	NA	tg_gates_003017027011.CEL		study23_CHEMBL203187_0uM_2h_2
ethionine_400_2h_1	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_2h_1	400	uM	2	h	1	NA	tg_gates_003017027012.CEL	tg_gates_003017027010.CEL	study23_CHEMBL203187_400uM_2h_1
ethionine_400_2h_2	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_2h_2	400	uM	2	h	2	NA	tg_gates_003017027013.CEL	tg_gates_003017027011.CEL	study23_CHEMBL203187_400uM_2h_2
ethionine_2000_2h_1	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_2h_1	2000	uM	2	h	1	NA	tg_gates_003017027014.CEL	tg_gates_003017027010.CEL	study23_CHEMBL203187_2000uM_2h_1
ethionine_2000_2h_2	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_2h_2	2000	uM	2	h	2	NA	tg_gates_003017027015.CEL	tg_gates_003017027011.CEL	study23_CHEMBL203187_2000uM_2h_2
ethionine_10000_2h_1	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_2h_1	10000	uM	2	h	1	NA	tg_gates_003017027016.CEL	tg_gates_003017027010.CEL	study23_CHEMBL203187_10000uM_2h_1
ethionine_10000_2h_2	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_2h_2	10000	uM	2	h	2	NA	tg_gates_003017027017.CEL	tg_gates_003017027011.CEL	study23_CHEMBL203187_10000uM_2h_2
ethionine_0_8h_1	not specified	ethionine	CHEMBL203187	NA	NA	TRUE		0	uM	8	h	1	NA	tg_gates_003017027018.CEL		study23_CHEMBL203187_0uM_8h_1
ethionine_0_8h_2	not specified	ethionine	CHEMBL203187	NA	NA	TRUE		0	uM	8	h	2	NA	tg_gates_003017027019.CEL		study23_CHEMBL203187_0uM_8h_2
ethionine_400_8h_1	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_8h_1	400	uM	8	h	1	NA	tg_gates_003017027020.CEL	tg_gates_003017027018.CEL	study23_CHEMBL203187_400uM_8h_1
ethionine_400_8h_2	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_8h_2	400	uM	8	h	2	NA	tg_gates_003017027021.CEL	tg_gates_003017027019.CEL	study23_CHEMBL203187_400uM_8h_2
ethionine_2000_8h_1	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_8h_1	2000	uM	8	h	1	NA	tg_gates_003017027022.CEL	tg_gates_003017027018.CEL	study23_CHEMBL203187_2000uM_8h_1
ethionine_2000_8h_2	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_8h_2	2000	uM	8	h	2	NA	tg_gates_003017027023.CEL	tg_gates_003017027019.CEL	study23_CHEMBL203187_2000uM_8h_2
ethionine_10000_8h_1	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_8h_1	10000	uM	8	h	1	NA	tg_gates_003017027024.CEL	tg_gates_003017027018.CEL	study23_CHEMBL203187_10000uM_8h_1
ethionine_10000_8h_2	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_8h_2	10000	uM	8	h	2	NA	tg_gates_003017027025.CEL	tg_gates_003017027019.CEL	study23_CHEMBL203187_10000uM_8h_2
ethionine_0_24h_1	not specified	ethionine	CHEMBL203187	NA	NA	TRUE		0	uM	24	h	1	NA	tg_gates_003017027026.CEL		study23_CHEMBL203187_0uM_24h_1
ethionine_0_24h_2	not specified	ethionine	CHEMBL203187	NA	NA	TRUE		0	uM	24	h	2	NA	tg_gates_003017027027.CEL		study23_CHEMBL203187_0uM_24h_2
ethionine_400_24h_1	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_24h_1	400	uM	24	h	1	NA	tg_gates_003017027028.CEL	tg_gates_003017027026.CEL	study23_CHEMBL203187_400uM_24h_1
ethionine_400_24h_2	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_24h_2	400	uM	24	h	2	NA	tg_gates_003017027029.CEL	tg_gates_003017027027.CEL	study23_CHEMBL203187_400uM_24h_2
ethionine_2000_24h_1	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_24h_1	2000	uM	24	h	1	NA	tg_gates_003017027030.CEL	tg_gates_003017027026.CEL	study23_CHEMBL203187_2000uM_24h_1
ethionine_2000_24h_2	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_24h_2	2000	uM	24	h	2	NA	tg_gates_003017028001.CEL	tg_gates_003017027027.CEL	study23_CHEMBL203187_2000uM_24h_2
ethionine_10000_24h_1	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_24h_1	10000	uM	24	h	1	NA	tg_gates_003017028002.CEL	tg_gates_003017027026.CEL	study23_CHEMBL203187_10000uM_24h_1
ethionine_10000_24h_2	not specified	ethionine	CHEMBL203187	NA	NA	FALSE	ethionine_0_24h_2	10000	uM	24	h	2	NA	tg_gates_003017028003.CEL	tg_gates_003017027027.CEL	study23_CHEMBL203187_10000uM_24h_2
aspirin_0_2h_1	not specified	aspirin	CHEMBL25	NA	NC	TRUE		0	uM	2	h	1	NA	tg_gates_003017028028.CEL		study23_CHEMBL25_0uM_2h_1
aspirin_0_2h_2	not specified	aspirin	CHEMBL25	NA	NC	TRUE		0	uM	2	h	2	NA	tg_gates_003017028029.CEL		study23_CHEMBL25_0uM_2h_2
aspirin_120_2h_1	not specified	aspirin	CHEMBL25	NA	NC	FALSE	aspirin_0_2h_1	120	uM	2	h	1	NA	tg_gates_003017028030.CEL	tg_gates_003017028028.CEL	study23_CHEMBL25_120uM_2h_1
aspirin_120_2h_2	not specified	aspirin	CHEMBL25	NA	NC	FALSE	aspirin_0_2h_2	120	uM	2	h	2	NA	tg_gates_003017029001.CEL	tg_gates_003017028029.CEL	study23_CHEMBL25_120uM_2h_2
aspirin_600_2h_1	not specified	aspirin	CHEMBL25	NA	NC	FALSE	aspirin_0_2h_1	600	uM	2	h	1	NA	tg_gates_003017029002.CEL	tg_gates_003017028028.CEL	study23_CHEMBL25_600uM_2h_1
aspirin_600_2h_2	not specified	aspirin	CHEMBL25	NA	NC	FALSE	aspirin_0_2h_2	600	uM	2	h	2	NA	tg_gates_003017029003.CEL	tg_gates_003017028029.CEL	study23_CHEMBL25_600uM_2h_2
aspirin_3000_2h_1	not specified	aspirin	CHEMBL25	NA	NC	FALSE	aspirin_0_2h_1	3000	uM	2	h	1	NA	tg_gates_003017029004.CEL	tg_gates_003017028028.CEL	study23_CHEMBL25_3000uM_2h_1
aspirin_3000_2h_2	not specified	aspirin	CHEMBL25	NA	NC	FALSE	aspirin_0_2h_2	3000	uM	2	h	2	NA	tg_gates_003017029005.CEL	tg_gates_003017028029.CEL	study23_CHEMBL25_3000uM_2h_2
aspirin_0_8h_1	not specified	aspirin	CHEMBL25	NA	NC	TRUE		0	uM	8	h	1	NA	tg_gates_003017029006.CEL		study23_CHEMBL25_0uM_8h_1
aspirin_0_8h_2	not specified	aspirin	CHEMBL25	NA	NC	TRUE		0	uM	8	h	2	NA	tg_gates_003017029007.CEL		study23_CHEMBL25_0uM_8h_2
aspirin_120_8h_1	not specified	aspirin	CHEMBL25	NA	NC	FALSE	aspirin_0_8h_1	120	uM	8	h	1	NA	tg_gates_003017029008.CEL	tg_gates_003017029006.CEL	study23_CHEMBL25_120uM_8h_1
aspirin_120_8h_2	not specified	aspirin	CHEMBL25	NA	NC	FALSE	aspirin_0_8h_2	120	uM	8	h	2	NA	tg_gates_003017029009.CEL	tg_gates_003017029007.CEL	study23_CHEMBL25_120uM_8h_2
aspirin_600_8h_1	not specified	aspirin	CHEMBL25	NA	NC	FALSE	aspirin_0_8h_1	600	uM	8	h	1	NA	tg_gates_003017029010.CEL	tg_gates_003017029006.CEL	study23_CHEMBL25_600uM_8h_1
aspirin_600_8h_2	not specified	aspirin	CHEMBL25	NA	NC	FALSE	aspirin_0_8h_2	600	uM	8	h	2	NA	tg_gates_003017029011.CEL	tg_gates_003017029007.CEL	study23_CHEMBL25_600uM_8h_2
aspirin_3000_8h_1	not specified	aspirin	CHEMBL25	NA	NC	FALSE	aspirin_0_8h_1	3000	uM	8	h	1	NA	tg_gates_003017029012.CEL	tg_gates_003017029006.CEL	study23_CHEMBL25_3000uM_8h_1
aspirin_3000_8h_2	not specified	aspirin	CHEMBL25	NA	NC	FALSE	aspirin_0_8h_2	3000	uM	8	h	2	NA	tg_gates_003017029013.CEL	tg_gates_003017029007.CEL	study23_CHEMBL25_3000uM_8h_2
aspirin_0_24h_1	not specified	aspirin	CHEMBL25	NA	NC	TRUE		0	uM	24	h	1	NA	tg_gates_003017029014.CEL		study23_CHEMBL25_0uM_24h_1
aspirin_0_24h_2	not specified	aspirin	CHEMBL25	NA	NC	TRUE		0	uM	24	h	2	NA	tg_gates_003017029015.CEL		study23_CHEMBL25_0uM_24h_2
aspirin_120_24h_1	not specified	aspirin	CHEMBL25	NA	NC	FALSE	aspirin_0_24h_1	120	uM	24	h	1	NA	tg_gates_003017029016.CEL	tg_gates_003017029014.CEL	study23_CHEMBL25_120uM_24h_1
