Characteristics.Subject.ID.	Characteristics.Strain.	Factor.Value.Compound.	Comment.chEMBL.ID.	Characteristics.Compound.Class.	Characteristics.Control.	Characteristics.Sample.Match.	Factor.Value.Dose.	Characteristics.DoseUnit.	Characteristics.Vehicle.	array_file	control_file	final_array_name
phenylbutazone_400_24h_2	not specified	phenylbutazone	CHEMBL101	NA	FALSE	phenylbutazone_0_24h_2	400	micromolar	NA	tg_gates_003017023030.CEL		
omeprazole_0_2h_1	not specified	omeprazole	CHEMBL1503	NA	TRUE		0	micromolar	NA	tg_gates_003017026016.CEL		
omeprazole_0_2h_2	not specified	omeprazole	CHEMBL1503	NA	TRUE		0	micromolar	NA	tg_gates_003017026017.CEL		
omeprazole_4.8_2h_1	not specified	omeprazole	CHEMBL1503	NA	FALSE	omeprazole_0_2h_1	4.8	micromolar	NA	tg_gates_003017026018.CEL		
omeprazole_4.8_2h_2	not specified	omeprazole	CHEMBL1503	NA	FALSE	omeprazole_0_2h_2	4.8	micromolar	NA	tg_gates_003017026019.CEL		
omeprazole_24_2h_1	not specified	omeprazole	CHEMBL1503	NA	FALSE	omeprazole_0_2h_1	24	micromolar	NA	tg_gates_003017026020.CEL		
omeprazole_24_2h_2	not specified	omeprazole	CHEMBL1503	NA	FALSE	omeprazole_0_2h_2	24	micromolar	NA	tg_gates_003017026021.CEL		
omeprazole_120_2h_1	not specified	omeprazole	CHEMBL1503	NA	FALSE	omeprazole_0_2h_1	120	micromolar	NA	tg_gates_003017026022.CEL		
omeprazole_120_2h_2	not specified	omeprazole	CHEMBL1503	NA	FALSE	omeprazole_0_2h_2	120	micromolar	NA	tg_gates_003017026023.CEL		
omeprazole_0_8h_1	not specified	omeprazole	CHEMBL1503	NA	TRUE		0	micromolar	NA	tg_gates_003017026024.CEL		
omeprazole_0_8h_2	not specified	omeprazole	CHEMBL1503	NA	TRUE		0	micromolar	NA	tg_gates_003017026025.CEL		
omeprazole_4.8_8h_1	not specified	omeprazole	CHEMBL1503	NA	FALSE	omeprazole_0_8h_1	4.8	micromolar	NA	tg_gates_003017026026.CEL		
omeprazole_4.8_8h_2	not specified	omeprazole	CHEMBL1503	NA	FALSE	omeprazole_0_8h_2	4.8	micromolar	NA	tg_gates_003017026027.CEL		
omeprazole_24_8h_1	not specified	omeprazole	CHEMBL1503	NA	FALSE	omeprazole_0_8h_1	24	micromolar	NA	tg_gates_003017026028.CEL		
omeprazole_24_8h_2	not specified	omeprazole	CHEMBL1503	NA	FALSE	omeprazole_0_8h_2	24	micromolar	NA	tg_gates_003017026029.CEL		
omeprazole_120_8h_1	not specified	omeprazole	CHEMBL1503	NA	FALSE	omeprazole_0_8h_1	120	micromolar	NA	tg_gates_003017026030.CEL		
omeprazole_120_8h_2	not specified	omeprazole	CHEMBL1503	NA	FALSE	omeprazole_0_8h_2	120	micromolar	NA	tg_gates_003017027001.CEL		
omeprazole_0_24h_1	not specified	omeprazole	CHEMBL1503	NA	TRUE		0	micromolar	NA	tg_gates_003017027002.CEL		
omeprazole_0_24h_2	not specified	omeprazole	CHEMBL1503	NA	TRUE		0	micromolar	NA	tg_gates_003017027003.CEL		
omeprazole_4.8_24h_1	not specified	omeprazole	CHEMBL1503	NA	FALSE	omeprazole_0_24h_1	4.8	micromolar	NA	tg_gates_003017027004.CEL		
omeprazole_4.8_24h_2	not specified	omeprazole	CHEMBL1503	NA	FALSE	omeprazole_0_24h_2	4.8	micromolar	NA	tg_gates_003017027005.CEL		
omeprazole_24_24h_1	not specified	omeprazole	CHEMBL1503	NA	FALSE	omeprazole_0_24h_1	24	micromolar	NA	tg_gates_003017027006.CEL		
omeprazole_24_24h_2	not specified	omeprazole	CHEMBL1503	NA	FALSE	omeprazole_0_24h_2	24	micromolar	NA	tg_gates_003017027007.CEL		
omeprazole_120_24h_1	not specified	omeprazole	CHEMBL1503	NA	FALSE	omeprazole_0_24h_1	120	micromolar	NA	tg_gates_003017027008.CEL		
omeprazole_120_24h_2	not specified	omeprazole	CHEMBL1503	NA	FALSE	omeprazole_0_24h_2	120	micromolar	NA	tg_gates_003017027009.CEL		
ethionine_0_2h_1	not specified	ethionine	CHEMBL203187	NA	TRUE		0	micromolar	NA	tg_gates_003017027010.CEL		
ethionine_0_2h_2	not specified	ethionine	CHEMBL203187	NA	TRUE		0	micromolar	NA	tg_gates_003017027011.CEL		
ethionine_400_2h_1	not specified	ethionine	CHEMBL203187	NA	FALSE	ethionine_0_2h_1	400	micromolar	NA	tg_gates_003017027012.CEL		
ethionine_400_2h_2	not specified	ethionine	CHEMBL203187	NA	FALSE	ethionine_0_2h_2	400	micromolar	NA	tg_gates_003017027013.CEL		
ethionine_2000_2h_1	not specified	ethionine	CHEMBL203187	NA	FALSE	ethionine_0_2h_1	2000	micromolar	NA	tg_gates_003017027014.CEL		
ethionine_2000_2h_2	not specified	ethionine	CHEMBL203187	NA	FALSE	ethionine_0_2h_2	2000	micromolar	NA	tg_gates_003017027015.CEL		
ethionine_10000_2h_1	not specified	ethionine	CHEMBL203187	NA	FALSE	ethionine_0_2h_1	10000	micromolar	NA	tg_gates_003017027016.CEL		
ethionine_10000_2h_2	not specified	ethionine	CHEMBL203187	NA	FALSE	ethionine_0_2h_2	10000	micromolar	NA	tg_gates_003017027017.CEL		
ethionine_0_8h_1	not specified	ethionine	CHEMBL203187	NA	TRUE		0	micromolar	NA	tg_gates_003017027018.CEL		
ethionine_0_8h_2	not specified	ethionine	CHEMBL203187	NA	TRUE		0	micromolar	NA	tg_gates_003017027019.CEL		
ethionine_400_8h_1	not specified	ethionine	CHEMBL203187	NA	FALSE	ethionine_0_8h_1	400	micromolar	NA	tg_gates_003017027020.CEL		
ethionine_400_8h_2	not specified	ethionine	CHEMBL203187	NA	FALSE	ethionine_0_8h_2	400	micromolar	NA	tg_gates_003017027021.CEL		
ethionine_2000_8h_1	not specified	ethionine	CHEMBL203187	NA	FALSE	ethionine_0_8h_1	2000	micromolar	NA	tg_gates_003017027022.CEL		
ethionine_2000_8h_2	not specified	ethionine	CHEMBL203187	NA	FALSE	ethionine_0_8h_2	2000	micromolar	NA	tg_gates_003017027023.CEL		
ethionine_10000_8h_1	not specified	ethionine	CHEMBL203187	NA	FALSE	ethionine_0_8h_1	10000	micromolar	NA	tg_gates_003017027024.CEL		
ethionine_10000_8h_2	not specified	ethionine	CHEMBL203187	NA	FALSE	ethionine_0_8h_2	10000	micromolar	NA	tg_gates_003017027025.CEL		
ethionine_0_24h_1	not specified	ethionine	CHEMBL203187	NA	TRUE		0	micromolar	NA	tg_gates_003017027026.CEL		
ethionine_0_24h_2	not specified	ethionine	CHEMBL203187	NA	TRUE		0	micromolar	NA	tg_gates_003017027027.CEL		
ethionine_400_24h_1	not specified	ethionine	CHEMBL203187	NA	FALSE	ethionine_0_24h_1	400	micromolar	NA	tg_gates_003017027028.CEL		
ethionine_400_24h_2	not specified	ethionine	CHEMBL203187	NA	FALSE	ethionine_0_24h_2	400	micromolar	NA	tg_gates_003017027029.CEL		
ethionine_2000_24h_1	not specified	ethionine	CHEMBL203187	NA	FALSE	ethionine_0_24h_1	2000	micromolar	NA	tg_gates_003017027030.CEL		
ethionine_2000_24h_2	not specified	ethionine	CHEMBL203187	NA	FALSE	ethionine_0_24h_2	2000	micromolar	NA	tg_gates_003017028001.CEL		
ethionine_10000_24h_1	not specified	ethionine	CHEMBL203187	NA	FALSE	ethionine_0_24h_1	10000	micromolar	NA	tg_gates_003017028002.CEL		
ethionine_10000_24h_2	not specified	ethionine	CHEMBL203187	NA	FALSE	ethionine_0_24h_2	10000	micromolar	NA	tg_gates_003017028003.CEL		
aspirin_0_2h_1	not specified	aspirin	CHEMBL25	NA	TRUE		0	micromolar	NA	tg_gates_003017028028.CEL		
aspirin_0_2h_2	not specified	aspirin	CHEMBL25	NA	TRUE		0	micromolar	NA	tg_gates_003017028029.CEL		
aspirin_120_2h_1	not specified	aspirin	CHEMBL25	NA	FALSE	aspirin_0_2h_1	120	micromolar	NA	tg_gates_003017028030.CEL		
aspirin_120_2h_2	not specified	aspirin	CHEMBL25	NA	FALSE	aspirin_0_2h_2	120	micromolar	NA	tg_gates_003017029001.CEL		
aspirin_600_2h_1	not specified	aspirin	CHEMBL25	NA	FALSE	aspirin_0_2h_1	600	micromolar	NA	tg_gates_003017029002.CEL		
aspirin_600_2h_2	not specified	aspirin	CHEMBL25	NA	FALSE	aspirin_0_2h_2	600	micromolar	NA	tg_gates_003017029003.CEL		
aspirin_3000_2h_1	not specified	aspirin	CHEMBL25	NA	FALSE	aspirin_0_2h_1	3000	micromolar	NA	tg_gates_003017029004.CEL		
aspirin_3000_2h_2	not specified	aspirin	CHEMBL25	NA	FALSE	aspirin_0_2h_2	3000	micromolar	NA	tg_gates_003017029005.CEL		
aspirin_0_8h_1	not specified	aspirin	CHEMBL25	NA	TRUE		0	micromolar	NA	tg_gates_003017029006.CEL		
aspirin_0_8h_2	not specified	aspirin	CHEMBL25	NA	TRUE		0	micromolar	NA	tg_gates_003017029007.CEL		
aspirin_120_8h_1	not specified	aspirin	CHEMBL25	NA	FALSE	aspirin_0_8h_1	120	micromolar	NA	tg_gates_003017029008.CEL		
aspirin_120_8h_2	not specified	aspirin	CHEMBL25	NA	FALSE	aspirin_0_8h_2	120	micromolar	NA	tg_gates_003017029009.CEL		
aspirin_600_8h_1	not specified	aspirin	CHEMBL25	NA	FALSE	aspirin_0_8h_1	600	micromolar	NA	tg_gates_003017029010.CEL		
aspirin_600_8h_2	not specified	aspirin	CHEMBL25	NA	FALSE	aspirin_0_8h_2	600	micromolar	NA	tg_gates_003017029011.CEL		
aspirin_3000_8h_1	not specified	aspirin	CHEMBL25	NA	FALSE	aspirin_0_8h_1	3000	micromolar	NA	tg_gates_003017029012.CEL		
aspirin_3000_8h_2	not specified	aspirin	CHEMBL25	NA	FALSE	aspirin_0_8h_2	3000	micromolar	NA	tg_gates_003017029013.CEL		
aspirin_0_24h_1	not specified	aspirin	CHEMBL25	NA	TRUE		0	micromolar	NA	tg_gates_003017029014.CEL		
aspirin_0_24h_2	not specified	aspirin	CHEMBL25	NA	TRUE		0	micromolar	NA	tg_gates_003017029015.CEL		
aspirin_120_24h_1	not specified	aspirin	CHEMBL25	NA	FALSE	aspirin_0_24h_1	120	micromolar	NA	tg_gates_003017029016.CEL		
aspirin_120_24h_2	not specified	aspirin	CHEMBL25	NA	FALSE	aspirin_0_24h_2	120	micromolar	NA	tg_gates_003017029017.CEL		
aspirin_600_24h_1	not specified	aspirin	CHEMBL25	NA	FALSE	aspirin_0_24h_1	600	micromolar	NA	tg_gates_003017029018.CEL		
aspirin_600_24h_2	not specified	aspirin	CHEMBL25	NA	FALSE	aspirin_0_24h_2	600	micromolar	NA	tg_gates_003017029019.CEL		
aspirin_3000_24h_1	not specified	aspirin	CHEMBL25	NA	FALSE	aspirin_0_24h_1	3000	micromolar	NA	tg_gates_003017029020.CEL		
aspirin_3000_24h_2	not specified	aspirin	CHEMBL25	NA	FALSE	aspirin_0_24h_2	3000	micromolar	NA	tg_gates_003017029021.CEL		
chlorpromazine_0_2h_1	not specified	chlorpromazine	CHEMBL71	NA	TRUE		0	micromolar	NA	tg_gates_003017029022.CEL		
chlorpromazine_0.8_2h_1	not specified	chlorpromazine	CHEMBL71	NA	FALSE	chlorpromazine_0_2h_1	0.8	micromolar	NA	tg_gates_003017029024.CEL		
chlorpromazine_0.8_2h_2	not specified	chlorpromazine	CHEMBL71	NA	FALSE	chlorpromazine_0_2h_2	0.8	micromolar	NA	tg_gates_003017029025.CEL		
chlorpromazine_4_2h_2	not specified	chlorpromazine	CHEMBL71	NA	FALSE	chlorpromazine_0_2h_2	4	micromolar	NA	tg_gates_003017029027.CEL		
chlorpromazine_20_2h_1	not specified	chlorpromazine	CHEMBL71	NA	FALSE	chlorpromazine_0_2h_1	20	micromolar	NA	tg_gates_003017029028.CEL		
chlorpromazine_20_2h_2	not specified	chlorpromazine	CHEMBL71	NA	FALSE	chlorpromazine_0_2h_2	20	micromolar	NA	tg_gates_003017029029.CEL		
chlorpromazine_0_8h_1	not specified	chlorpromazine	CHEMBL71	NA	TRUE		0	micromolar	NA	tg_gates_003017029030.CEL		
chlorpromazine_0_8h_2	not specified	chlorpromazine	CHEMBL71	NA	TRUE		0	micromolar	NA	tg_gates_003017030001.CEL		
chlorpromazine_0.8_8h_1	not specified	chlorpromazine	CHEMBL71	NA	FALSE	chlorpromazine_0_8h_1	0.8	micromolar	NA	tg_gates_003017030002.CEL		
chlorpromazine_0.8_8h_2	not specified	chlorpromazine	CHEMBL71	NA	FALSE	chlorpromazine_0_8h_2	0.8	micromolar	NA	tg_gates_003017030003.CEL		
chlorpromazine_4_8h_1	not specified	chlorpromazine	CHEMBL71	NA	FALSE	chlorpromazine_0_8h_1	4	micromolar	NA	tg_gates_003017030004.CEL		
chlorpromazine_4_8h_2	not specified	chlorpromazine	CHEMBL71	NA	FALSE	chlorpromazine_0_8h_2	4	micromolar	NA	tg_gates_003017030005.CEL		
chlorpromazine_20_8h_1	not specified	chlorpromazine	CHEMBL71	NA	FALSE	chlorpromazine_0_8h_1	20	micromolar	NA	tg_gates_003017030006.CEL		
chlorpromazine_20_8h_2	not specified	chlorpromazine	CHEMBL71	NA	FALSE	chlorpromazine_0_8h_2	20	micromolar	NA	tg_gates_003017030007.CEL		
chlorpromazine_0_24h_1	not specified	chlorpromazine	CHEMBL71	NA	TRUE		0	micromolar	NA	tg_gates_003017030008.CEL		
chlorpromazine_0_24h_2	not specified	chlorpromazine	CHEMBL71	NA	TRUE		0	micromolar	NA	tg_gates_003017030009.CEL		
chlorpromazine_0.8_24h_1	not specified	chlorpromazine	CHEMBL71	NA	FALSE	chlorpromazine_0_24h_1	0.8	micromolar	NA	tg_gates_003017030010.CEL		
chlorpromazine_0.8_24h_2	not specified	chlorpromazine	CHEMBL71	NA	FALSE	chlorpromazine_0_24h_2	0.8	micromolar	NA	tg_gates_003017030011.CEL		
chlorpromazine_4_24h_1	not specified	chlorpromazine	CHEMBL71	NA	FALSE	chlorpromazine_0_24h_1	4	micromolar	NA	tg_gates_003017030012.CEL		
chlorpromazine_4_24h_2	not specified	chlorpromazine	CHEMBL71	NA	FALSE	chlorpromazine_0_24h_2	4	micromolar	NA	tg_gates_003017030013.CEL		
chlorpromazine_20_24h_1	not specified	chlorpromazine	CHEMBL71	NA	FALSE	chlorpromazine_0_24h_1	20	micromolar	NA	tg_gates_003017030014.CEL		
chlorpromazine_20_24h_2	not specified	chlorpromazine	CHEMBL71	NA	FALSE	chlorpromazine_0_24h_2	20	micromolar	NA	tg_gates_003017030015.CEL		
indomethacin_0_2h_1	not specified	indomethacin	CHEMBL6	NA	TRUE		0	micromolar	NA	tg_gates_003017030016.CEL		
indomethacin_0_2h_2	not specified	indomethacin	CHEMBL6	NA	TRUE		0	micromolar	NA	tg_gates_003017030017.CEL		
indomethacin_12_2h_1	not specified	indomethacin	CHEMBL6	NA	FALSE	indomethacin_0_2h_1	12	micromolar	NA	tg_gates_003017030018.CEL		
indomethacin_12_2h_2	not specified	indomethacin	CHEMBL6	NA	FALSE	indomethacin_0_2h_2	12	micromolar	NA	tg_gates_003017030019.CEL		
indomethacin_60_2h_1	not specified	indomethacin	CHEMBL6	NA	FALSE	indomethacin_0_2h_1	60	micromolar	NA	tg_gates_003017030020.CEL		
indomethacin_60_2h_2	not specified	indomethacin	CHEMBL6	NA	FALSE	indomethacin_0_2h_2	60	micromolar	NA	tg_gates_003017030021.CEL		
indomethacin_300_2h_1	not specified	indomethacin	CHEMBL6	NA	FALSE	indomethacin_0_2h_1	300	micromolar	NA	tg_gates_003017030022.CEL		
indomethacin_300_2h_2	not specified	indomethacin	CHEMBL6	NA	FALSE	indomethacin_0_2h_2	300	micromolar	NA	tg_gates_003017030023.CEL		
indomethacin_0_8h_1	not specified	indomethacin	CHEMBL6	NA	TRUE		0	micromolar	NA	tg_gates_003017030024.CEL		
indomethacin_0_8h_2	not specified	indomethacin	CHEMBL6	NA	TRUE		0	micromolar	NA	tg_gates_003017030025.CEL		
indomethacin_12_8h_1	not specified	indomethacin	CHEMBL6	NA	FALSE	indomethacin_0_8h_1	12	micromolar	NA	tg_gates_003017030026.CEL		
indomethacin_12_8h_2	not specified	indomethacin	CHEMBL6	NA	FALSE	indomethacin_0_8h_2	12	micromolar	NA	tg_gates_003017030027.CEL		
indomethacin_60_8h_1	not specified	indomethacin	CHEMBL6	NA	FALSE	indomethacin_0_8h_1	60	micromolar	NA	tg_gates_003017030028.CEL		
indomethacin_60_8h_2	not specified	indomethacin	CHEMBL6	NA	FALSE	indomethacin_0_8h_2	60	micromolar	NA	tg_gates_003017030029.CEL		
indomethacin_300_8h_1	not specified	indomethacin	CHEMBL6	NA	FALSE	indomethacin_0_8h_1	300	micromolar	NA	tg_gates_003017030030.CEL		
indomethacin_300_8h_2	not specified	indomethacin	CHEMBL6	NA	FALSE	indomethacin_0_8h_2	300	micromolar	NA	tg_gates_003017031013.CEL		
indomethacin_0_24h_1	not specified	indomethacin	CHEMBL6	NA	TRUE		0	micromolar	NA	tg_gates_003017031014.CEL		
indomethacin_0_24h_2	not specified	indomethacin	CHEMBL6	NA	TRUE		0	micromolar	NA	tg_gates_003017031015.CEL		
indomethacin_12_24h_1	not specified	indomethacin	CHEMBL6	NA	FALSE	indomethacin_0_24h_1	12	micromolar	NA	tg_gates_003017031016.CEL		
indomethacin_12_24h_2	not specified	indomethacin	CHEMBL6	NA	FALSE	indomethacin_0_24h_2	12	micromolar	NA	tg_gates_003017031017.CEL		
indomethacin_60_24h_1	not specified	indomethacin	CHEMBL6	NA	FALSE	indomethacin_0_24h_1	60	micromolar	NA	tg_gates_003017031018.CEL		
indomethacin_60_24h_2	not specified	indomethacin	CHEMBL6	NA	FALSE	indomethacin_0_24h_2	60	micromolar	NA	tg_gates_003017031019.CEL		
indomethacin_300_24h_1	not specified	indomethacin	CHEMBL6	NA	FALSE	indomethacin_0_24h_1	300	micromolar	NA	tg_gates_003017031020.CEL		
indomethacin_300_24h_2	not specified	indomethacin	CHEMBL6	NA	FALSE	indomethacin_0_24h_2	300	micromolar	NA	tg_gates_003017031021.CEL		
thioacetamide_0_2h_1	not specified	thioacetamide	CHEMBL38737	NA	TRUE		0	micromolar	NA	tg_gates_003017031024.CEL		
thioacetamide_0_2h_2	not specified	thioacetamide	CHEMBL38737	NA	TRUE		0	micromolar	NA	tg_gates_003017031025.CEL		
thioacetamide_400_2h_1	not specified	thioacetamide	CHEMBL38737	NA	FALSE	thioacetamide_0_2h_1	400	micromolar	NA	tg_gates_003017031026.CEL		
thioacetamide_400_2h_2	not specified	thioacetamide	CHEMBL38737	NA	FALSE	thioacetamide_0_2h_2	400	micromolar	NA	tg_gates_003017031027.CEL		
thioacetamide_2000_2h_1	not specified	thioacetamide	CHEMBL38737	NA	FALSE	thioacetamide_0_2h_1	2000	micromolar	NA	tg_gates_003017031028.CEL		
thioacetamide_2000_2h_2	not specified	thioacetamide	CHEMBL38737	NA	FALSE	thioacetamide_0_2h_2	2000	micromolar	NA	tg_gates_003017031029.CEL		
thioacetamide_10000_2h_1	not specified	thioacetamide	CHEMBL38737	NA	FALSE	thioacetamide_0_2h_1	10000	micromolar	NA	tg_gates_003017031030.CEL		
thioacetamide_10000_2h_2	not specified	thioacetamide	CHEMBL38737	NA	FALSE	thioacetamide_0_2h_2	10000	micromolar	NA	tg_gates_003017032001.CEL		
thioacetamide_0_8h_1	not specified	thioacetamide	CHEMBL38737	NA	TRUE		0	micromolar	NA	tg_gates_003017032002.CEL		
thioacetamide_0_8h_2	not specified	thioacetamide	CHEMBL38737	NA	TRUE		0	micromolar	NA	tg_gates_003017032003.CEL		
thioacetamide_400_8h_1	not specified	thioacetamide	CHEMBL38737	NA	FALSE	thioacetamide_0_8h_1	400	micromolar	NA	tg_gates_003017032004.CEL		
thioacetamide_400_8h_2	not specified	thioacetamide	CHEMBL38737	NA	FALSE	thioacetamide_0_8h_2	400	micromolar	NA	tg_gates_003017032005.CEL		
thioacetamide_2000_8h_1	not specified	thioacetamide	CHEMBL38737	NA	FALSE	thioacetamide_0_8h_1	2000	micromolar	NA	tg_gates_003017032006.CEL		
thioacetamide_2000_8h_2	not specified	thioacetamide	CHEMBL38737	NA	FALSE	thioacetamide_0_8h_2	2000	micromolar	NA	tg_gates_003017032007.CEL		
thioacetamide_10000_8h_1	not specified	thioacetamide	CHEMBL38737	NA	FALSE	thioacetamide_0_8h_1	10000	micromolar	NA	tg_gates_003017032008.CEL		
thioacetamide_10000_8h_2	not specified	thioacetamide	CHEMBL38737	NA	FALSE	thioacetamide_0_8h_2	10000	micromolar	NA	tg_gates_003017032009.CEL		
thioacetamide_0_24h_1	not specified	thioacetamide	CHEMBL38737	NA	TRUE		0	micromolar	NA	tg_gates_003017032010.CEL		
thioacetamide_0_24h_2	not specified	thioacetamide	CHEMBL38737	NA	TRUE		0	micromolar	NA	tg_gates_003017032011.CEL		
thioacetamide_400_24h_1	not specified	thioacetamide	CHEMBL38737	NA	FALSE	thioacetamide_0_24h_1	400	micromolar	NA	tg_gates_003017032012.CEL		
thioacetamide_400_24h_2	not specified	thioacetamide	CHEMBL38737	NA	FALSE	thioacetamide_0_24h_2	400	micromolar	NA	tg_gates_003017032013.CEL		
thioacetamide_2000_24h_1	not specified	thioacetamide	CHEMBL38737	NA	FALSE	thioacetamide_0_24h_1	2000	micromolar	NA	tg_gates_003017032014.CEL		
thioacetamide_2000_24h_2	not specified	thioacetamide	CHEMBL38737	NA	FALSE	thioacetamide_0_24h_2	2000	micromolar	NA	tg_gates_003017032015.CEL		
thioacetamide_10000_24h_1	not specified	thioacetamide	CHEMBL38737	NA	FALSE	thioacetamide_0_24h_1	10000	micromolar	NA	tg_gates_003017032016.CEL		
thioacetamide_10000_24h_2	not specified	thioacetamide	CHEMBL38737	NA	FALSE	thioacetamide_0_24h_2	10000	micromolar	NA	tg_gates_003017032017.CEL		
diclofenac_0_2h_1	not specified	diclofenac	CHEMBL139	NA	TRUE		0	micromolar	NA	tg_gates_003017032020.CEL		
diclofenac_0_2h_2	not specified	diclofenac	CHEMBL139	NA	TRUE		0	micromolar	NA	tg_gates_003017032021.CEL		
diclofenac_16_2h_1	not specified	diclofenac	CHEMBL139	NA	FALSE	diclofenac_0_2h_1	16	micromolar	NA	tg_gates_003017032022.CEL		
diclofenac_16_2h_2	not specified	diclofenac	CHEMBL139	NA	FALSE	diclofenac_0_2h_2	16	micromolar	NA	tg_gates_003017032023.CEL		
diclofenac_80_2h_1	not specified	diclofenac	CHEMBL139	NA	FALSE	diclofenac_0_2h_1	80	micromolar	NA	tg_gates_003017032024.CEL		
diclofenac_80_2h_2	not specified	diclofenac	CHEMBL139	NA	FALSE	diclofenac_0_2h_2	80	micromolar	NA	tg_gates_003017032025.CEL		
diclofenac_400_2h_1	not specified	diclofenac	CHEMBL139	NA	FALSE	diclofenac_0_2h_1	400	micromolar	NA	tg_gates_003017032026.CEL		
diclofenac_0_8h_1	not specified	diclofenac	CHEMBL139	NA	TRUE		0	micromolar	NA	tg_gates_003017032027.CEL		
diclofenac_0_8h_2	not specified	diclofenac	CHEMBL139	NA	TRUE		0	micromolar	NA	tg_gates_003017032028.CEL		
diclofenac_16_8h_1	not specified	diclofenac	CHEMBL139	NA	FALSE	diclofenac_0_8h_1	16	micromolar	NA	tg_gates_003017032029.CEL		
diclofenac_16_8h_2	not specified	diclofenac	CHEMBL139	NA	FALSE	diclofenac_0_8h_2	16	micromolar	NA	tg_gates_003017032030.CEL		
diclofenac_80_8h_1	not specified	diclofenac	CHEMBL139	NA	FALSE	diclofenac_0_8h_1	80	micromolar	NA	tg_gates_003017033001.CEL		
diclofenac_80_8h_2	not specified	diclofenac	CHEMBL139	NA	FALSE	diclofenac_0_8h_2	80	micromolar	NA	tg_gates_003017033002.CEL		
diclofenac_400_8h_1	not specified	diclofenac	CHEMBL139	NA	FALSE	diclofenac_0_8h_1	400	micromolar	NA	tg_gates_003017033003.CEL		
diclofenac_400_8h_2	not specified	diclofenac	CHEMBL139	NA	FALSE	diclofenac_0_8h_2	400	micromolar	NA	tg_gates_003017033004.CEL		
diclofenac_0_24h_1	not specified	diclofenac	CHEMBL139	NA	TRUE		0	micromolar	NA	tg_gates_003017033005.CEL		
diclofenac_0_24h_2	not specified	diclofenac	CHEMBL139	NA	TRUE		0	micromolar	NA	tg_gates_003017033006.CEL		
diclofenac_16_24h_1	not specified	diclofenac	CHEMBL139	NA	FALSE	diclofenac_0_24h_1	16	micromolar	NA	tg_gates_003017034001.CEL		
diclofenac_16_24h_2	not specified	diclofenac	CHEMBL139	NA	FALSE	diclofenac_0_24h_2	16	micromolar	NA	tg_gates_003017034002.CEL		
diclofenac_80_24h_1	not specified	diclofenac	CHEMBL139	NA	FALSE	diclofenac_0_24h_1	80	micromolar	NA	tg_gates_003017034003.CEL		
diclofenac_80_24h_2	not specified	diclofenac	CHEMBL139	NA	FALSE	diclofenac_0_24h_2	80	micromolar	NA	tg_gates_003017034004.CEL		
diclofenac_400_24h_1	not specified	diclofenac	CHEMBL139	NA	FALSE	diclofenac_0_24h_1	400	micromolar	NA	tg_gates_003017034005.CEL		
diclofenac_400_24h_2	not specified	diclofenac	CHEMBL139	NA	FALSE	diclofenac_0_24h_2	400	micromolar	NA	tg_gates_003017034006.CEL		
carbamazepine_0_2h_1	not specified	carbamazepine	CHEMBL108	NA	TRUE		0	micromolar	NA	tg_gates_003017035001.CEL		
carbamazepine_0_2h_2	not specified	carbamazepine	CHEMBL108	NA	TRUE		0	micromolar	NA	tg_gates_003017035002.CEL		
carbamazepine_12_2h_2	not specified	carbamazepine	CHEMBL108	NA	FALSE	carbamazepine_0_2h_2	12	micromolar	NA	tg_gates_003017035004.CEL		
carbamazepine_60_2h_1	not specified	carbamazepine	CHEMBL108	NA	FALSE	carbamazepine_0_2h_1	60	micromolar	NA	tg_gates_003017035005.CEL		
carbamazepine_60_2h_2	not specified	carbamazepine	CHEMBL108	NA	FALSE	carbamazepine_0_2h_2	60	micromolar	NA	tg_gates_003017035006.CEL		
carbamazepine_300_2h_1	not specified	carbamazepine	CHEMBL108	NA	FALSE	carbamazepine_0_2h_1	300	micromolar	NA	tg_gates_003017035007.CEL		
carbamazepine_300_2h_2	not specified	carbamazepine	CHEMBL108	NA	FALSE	carbamazepine_0_2h_2	300	micromolar	NA	tg_gates_003017035008.CEL		
carbamazepine_0_8h_1	not specified	carbamazepine	CHEMBL108	NA	TRUE		0	micromolar	NA	tg_gates_003017035009.CEL		
carbamazepine_0_8h_2	not specified	carbamazepine	CHEMBL108	NA	TRUE		0	micromolar	NA	tg_gates_003017035010.CEL		
carbamazepine_12_8h_1	not specified	carbamazepine	CHEMBL108	NA	FALSE	carbamazepine_0_8h_1	12	micromolar	NA	tg_gates_003017035011.CEL		
carbamazepine_12_8h_2	not specified	carbamazepine	CHEMBL108	NA	FALSE	carbamazepine_0_8h_2	12	micromolar	NA	tg_gates_003017035012.CEL		
