Characteristics.Subject.ID.	Characteristics.Strain.	Factor.Value.Compound.	Comment.chEMBL.ID.	Characteristics.Compound.Class.	Characteristics.Control.	Characteristics.Sample.Match.	Factor.Value.Dose.	Characteristics.DoseUnit.	Characteristics.Vehicle.	array_file			control_file	final_array_name	
93620	RHCYT	17?-ethynylestradiol	CHEMBL691	NA	FALSE	control_0.67	190	micromolar	DMSO .1 %	drugmatrix_93620.CEL			93636.CEL	93558.CEL	93094.CEL
93621	RHCYT	atorvastatin	CHEMBL1487	NA	FALSE	control_0.67	250	micromolar	DMSO .1 %	drugmatrix_93621.CEL			93635.CEL	93102.CEL	93094.CEL
93622	RHCYT	valproic acid	CHEMBL109	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93622.CEL			93636.CEL	93559.CEL	93097.CEL
93623	RHCYT	paroxetine	CHEMBL490	NA	FALSE	control_0.67	30	micromolar	DMSO .1 %	drugmatrix_93623.CEL			93635.CEL	93111.CEL	93097.CEL
93624	RHCYT	didanosine	CHEMBL1460	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93624.CEL			93635.CEL	93113.CEL	93097.CEL
93625	RHCYT	chlorpromazine	CHEMBL71	NA	FALSE	control_1	43.9	micromolar	DMSO .1 %	drugmatrix_93625.CEL			93632.CEL	93115.CEL	93094.CEL
93626	RHCYT	valproic acid	CHEMBL109	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93626.CEL			93632.CEL	93128.CEL	93094.CEL
93627	RHCYT	amiodarone	CHEMBL633	NA	FALSE	control_0.67	37.04	micromolar	DMSO .1 %	drugmatrix_93627.CEL			93636.CEL	93129.CEL	93094.CEL
93628	RHCYT	cyclosporin A	CHEMBL442519	NA	FALSE	control_0.67	10	micromolar	DMSO .1 %	drugmatrix_93628.CEL			93635.CEL	93130.CEL	93094.CEL
93629	RHCYT	chloroquine	CHEMBL1656	NA	FALSE	control_1	21.95	micromolar	DMSO .1 %	drugmatrix_93629.CEL			93632.CEL	93000.CEL	93014.CEL
93630	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93630.CEL			93630.CEL	93014.CEL	93014.CEL
93631	RHCYT	pemoline	CHEMBL1177	NA	FALSE	control_0.67	833	micromolar	DMSO .1 %	drugmatrix_93631.CEL			93630.CEL	93017.CEL	93014.CEL
93632	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93632.CEL				93022.CEL	93014.CEL
93633	RHCYT	etoposide	CHEMBL44657	NA	FALSE	control_0.67	125	micromolar	DMSO .1 %	drugmatrix_93633.CEL			93630.CEL	94205.CEL	93014.CEL
93634	RHCYT	17beta-estradiol	CHEMBL282575	NA	FALSE	control_0.67	250	micromolar	DMSO .1 %	drugmatrix_93634.CEL			93636.CEL	93026.CEL	93067.CEL
93635	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93635.CEL				93792.CEL	93014.CEL
93636	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93636.CEL			93636.CEL	93066.CEL	93067.CEL
93637	RHCYT	perhexiline	CHEMBL75880	NA	FALSE	control_0.67	12	micromolar	DMSO .1 %	drugmatrix_93637.CEL			93635.CEL	93067.CEL	93067.CEL
93638	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93638.CEL			93638.CEL	93068.CEL	93067.CEL
93639	RHCYT	colchicine	CHEMBL107	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93639.CEL			93632.CEL	93073.CEL	93067.CEL
93640	RHCYT	marimastat	CHEMBL279785	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93640.CEL			93630.CEL	93075.CEL	93067.CEL
93641	RHCYT	simvastatin	CHEMBL1064	NA	FALSE	control_0.67	160	micromolar	DMSO .1 %	drugmatrix_93641.CEL			93635.CEL	93077.CEL	93067.CEL
93642	RHCYT	kanamycin A	CHEMBL1384	NA	FALSE	control_0.67	6584	micromolar	DMSO .1 %	drugmatrix_93642.CEL			93630.CEL	93081.CEL	93014.CEL
93643	RHCYT	17?-ethynylestradiol	CHEMBL691	NA	FALSE	control_1	190	micromolar	DMSO .1 %	drugmatrix_93643.CEL			93632.CEL	93166.CEL	93184.CEL
93644	RHCYT	lansoprazole	CHEMBL480	NA	FALSE	control_0.67	240	micromolar	DMSO .1 %	drugmatrix_93644.CEL			93635.CEL	93206.CEL	93206.CEL
93645	RHCYT	colchicine	CHEMBL107	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93645.CEL			93636.CEL	93167.CEL	93206.CEL
93646	RHCYT	marimastat	CHEMBL279785	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93646.CEL			93638.CEL	93184.CEL	93184.CEL
93647	RHCYT	sildenafil	CHEMBL192	NA	FALSE	control_0.67	90	micromolar	DMSO .1 %	drugmatrix_93647.CEL			93635.CEL	93009.CEL	93009.CEL
93648	RHCYT	zidovudine	CHEMBL129	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93648.CEL			93636.CEL	93016.CEL	93009.CEL
93649	RHCYT	diethylstilbestrol	CHEMBL411	NA	FALSE	control_0.67	120	micromolar	DMSO .1 %	drugmatrix_93649.CEL			93635.CEL	93030.CEL	93030.CEL
93650	RHCYT	chloroquine	CHEMBL1656	NA	FALSE	control_0.67	21.95	micromolar	DMSO .1 %	drugmatrix_93650.CEL			93636.CEL	93032.CEL	93031.CEL
93651	RHCYT	clomipramine	CHEMBL415	NA	FALSE	control_0.67	50	micromolar	DMSO .1 %	drugmatrix_93651.CEL			93636.CEL	93576.CEL	93032.CEL
93652	RHCYT	chlorpromazine	CHEMBL71	NA	FALSE	control_0.67	43.9	micromolar	DMSO .1 %	drugmatrix_93652.CEL			93636.CEL	93964.CEL	93009.CEL
93653	RHCYT	carbon tetrachloride	CHEMBL44814	NA	FALSE	control_0.67	775	micromolar	DMSO .1 %	drugmatrix_93653.CEL			93635.CEL	93965.CEL	93204.CEL
93654	RHCYT	etoposide	CHEMBL44657	NA	FALSE	control_1	125	micromolar	DMSO .1 %	drugmatrix_93654.CEL			93638.CEL	93173.CEL	93204.CEL
93655	RHCYT	busulfan	CHEMBL820	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93655.CEL			93630.CEL	93208.CEL	93187.CEL
93656	RHCYT	fluoxetine	CHEMBL41	NA	FALSE	control_1	58	micromolar	DMSO .1 %	drugmatrix_93656.CEL			93632.CEL	93185.CEL	93188.CEL
93657	RHCYT	olanzapine	CHEMBL715	NA	FALSE	control_0.67	250	micromolar	DMSO .1 %	drugmatrix_93657.CEL			93635.CEL	93187.CEL	93189.CEL
93658	RHCYT	amiodarone	CHEMBL633	NA	FALSE	control_1	37.04	micromolar	DMSO .1 %	drugmatrix_93658.CEL			93632.CEL	93204.CEL	93204.CEL
93659	RHCYT	Rifampin	CHEMBL374478	NA	FALSE	control_1	125	micromolar	DMSO .1 %	drugmatrix_93659.CEL			93632.CEL	93281.CEL	93281.CEL
93660	RHCYT	zidovudine	CHEMBL129	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93660.CEL			93632.CEL	93285.CEL	93308.CEL
93661	RHCYT	tetracycline	CHEMBL1440	NA	FALSE	control_1	520	micromolar	DMSO .1 %	drugmatrix_93661.CEL			93638.CEL	93511.CEL	93281.CEL
93662	RHCYT	progesterone	CHEMBL103	NA	FALSE	control_1	148	micromolar	DMSO .1 %	drugmatrix_93662.CEL			93638.CEL	93316.CEL	93281.CEL
93663	RHCYT	sulindac	CHEMBL15770	NA	FALSE	control_1	750	micromolar	DMSO .1 %	drugmatrix_93663.CEL			93638.CEL	93317.CEL	93308.CEL
100995	RHCYT	busulfan	CHEMBL820	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93664.CEL			93638.CEL	93294.CEL	93308.CEL
93664	RHCYT	busulfan	CHEMBL820	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93664.CEL			93638.CEL	93300.CEL	93281.CEL
93665	RHCYT	prinomastat	CHEMBL75094	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93665.CEL			93632.CEL	93308.CEL	93308.CEL
93666	RHCYT	4,4'-diaminodiphenylmethane	CHEMBL85728	NA	FALSE	control_0.67	296	micromolar	DMSO .1 %	drugmatrix_93666.CEL			93528.CEL	95950.CEL	95950.CEL
93667	RHCYT	chloroquine	CHEMBL1656	NA	FALSE	control_1	21.95	micromolar	DMSO .1 %	drugmatrix_93667.CEL			93685.CEL	95951.CEL	95951.CEL
93668	RHCYT	gabapentin	CHEMBL940	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93668.CEL			93678.CEL	95952.CEL	95950.CEL
93669	RHCYT	lansoprazole	CHEMBL480	NA	FALSE	control_1	240	micromolar	DMSO .1 %	drugmatrix_93669.CEL			93678.CEL	96012.CEL	95951.CEL
93670	RHCYT	valproic acid	CHEMBL109	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93670.CEL			93528.CEL	96013.CEL	95950.CEL
93671	RHCYT	pemoline	CHEMBL1177	NA	FALSE	control_1	833	micromolar	DMSO .1 %	drugmatrix_93671.CEL			93696.CEL	95953.CEL	95951.CEL
93672	RHCYT	sulindac	CHEMBL15770	NA	FALSE	control_0.67	750	micromolar	DMSO .1 %	drugmatrix_93672.CEL			93694.CEL	95954.CEL	95950.CEL
93673	RHCYT	zidovudine	CHEMBL129	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93673.CEL			93685.CEL	96014.CEL	95951.CEL
93674	RHCYT	chloroquine	CHEMBL1656	NA	FALSE	control_0.67	21.95	micromolar	DMSO .1 %	drugmatrix_93674.CEL			93528.CEL	95955.CEL	95955.CEL
93675	RHCYT	chlorpromazine	CHEMBL71	NA	FALSE	control_1	43.9	micromolar	DMSO .1 %	drugmatrix_93675.CEL			93685.CEL	95956.CEL	95956.CEL
93676	RHCYT	progesterone	CHEMBL103	NA	FALSE	control_0.67	148	micromolar	DMSO .1 %	drugmatrix_93676.CEL			93694.CEL	95957.CEL	95955.CEL
93677	RHCYT	clomipramine	CHEMBL415	NA	FALSE	control_0.67	50	micromolar	DMSO .1 %	drugmatrix_93677.CEL			93528.CEL	95958.CEL	95956.CEL
93678	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93678.CEL				95959.CEL	95955.CEL
93679	RHCYT	etoposide	CHEMBL44657	NA	FALSE	control_0.67	125	micromolar	DMSO .1 %	drugmatrix_93679.CEL			93694.CEL	95960.CEL	95956.CEL
93680	RHCYT	kanamycin A	CHEMBL1384	NA	FALSE	control_0.67	6584	micromolar	DMSO .1 %	drugmatrix_93680.CEL			93694.CEL	96015.CEL	95955.CEL
93681	RHCYT	fluoxetine	CHEMBL41	NA	FALSE	control_0.67	58	micromolar	DMSO .1 %	drugmatrix_93681.CEL			93528.CEL	96016.CEL	95956.CEL
93682	RHCYT	perhexiline	CHEMBL75880	NA	FALSE	control_1	12	micromolar	DMSO .1 %	drugmatrix_93682.CEL			93678.CEL	95961.CEL	95961.CEL
93683	RHCYT	17?-ethynylestradiol	CHEMBL691	NA	FALSE	control_1	190	micromolar	DMSO .1 %	drugmatrix_93683.CEL			93685.CEL	95962.CEL	95962.CEL
93684	RHCYT	marimastat	CHEMBL279785	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93684.CEL			93696.CEL	95963.CEL	95961.CEL
93685	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93685.CEL				95964.CEL	95962.CEL
93686	RHCYT	busulfan	CHEMBL820	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93686.CEL			93694.CEL	95965.CEL	95961.CEL
93687	RHCYT	desloratadine	CHEMBL998	NA	FALSE	control_1	62.25	micromolar	DMSO .1 %	drugmatrix_93687.CEL			93678.CEL	95966.CEL	95962.CEL
93688	RHCYT	Rifampin	CHEMBL374478	NA	FALSE	control_1	125	micromolar	DMSO .1 %	drugmatrix_93688.CEL			93685.CEL	95967.CEL	95961.CEL
93689	RHCYT	amiodarone	CHEMBL633	NA	FALSE	control_0.67	37.04	micromolar	DMSO .1 %	drugmatrix_93689.CEL			93528.CEL	95968.CEL	95962.CEL
93690	RHCYT	amiodarone	CHEMBL633	NA	FALSE	control_1	37.04	micromolar	DMSO .1 %	drugmatrix_93690.CEL			93685.CEL	95969.CEL	95961.CEL
93691	RHCYT	valproic acid	CHEMBL109	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93691.CEL			93685.CEL	95970.CEL	95962.CEL
93692	RHCYT	didanosine	CHEMBL1460	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93692.CEL			93678.CEL	95971.CEL	95971.CEL
93693	RHCYT	gentamycin	CHEMBL220884	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93693.CEL			93528.CEL	95972.CEL	95972.CEL
93694	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93694.CEL			93694.CEL	95973.CEL	95971.CEL
100980	RHCYT	carbon tetrachloride	CHEMBL44814	NA	FALSE	control_1	775	micromolar	DMSO .1 %	drugmatrix_93695.CEL			93678.CEL	95974.CEL	95972.CEL
93695	RHCYT	carbon tetrachloride	CHEMBL44814	NA	FALSE	control_1	775	micromolar	DMSO .1 %	drugmatrix_93695.CEL			93678.CEL	96017.CEL	96017.CEL
93696	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93696.CEL			93696.CEL	96018.CEL	96018.CEL
93697	RHCYT	prinomastat	CHEMBL75094	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93697.CEL			93528.CEL	96019.CEL	96017.CEL
93699	RHCYT	atorvastatin	CHEMBL1487	NA	FALSE	control_1	250	micromolar	DMSO .1 %	drugmatrix_93699.CEL			93737.CEL	95975.CEL	96018.CEL
93701	RHCYT	simvastatin	CHEMBL1064	NA	FALSE	control_0.67	160	micromolar	DMSO .1 %	drugmatrix_93701.CEL			93719.CEL	98716.CEL	98716.CEL
93703	RHCYT	gabapentin	CHEMBL940	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93703.CEL			93737.CEL	98668.CEL	98668.CEL
93704	RHCYT	Rifampin	CHEMBL374478	NA	FALSE	control_0.67	125	micromolar	DMSO .1 %	drugmatrix_93704.CEL			93542.CEL	98379.CEL	98716.CEL
93705	RHCYT	lansoprazole	CHEMBL480	NA	FALSE	control_0.67	240	micromolar	DMSO .1 %	drugmatrix_93705.CEL			93719.CEL	98380.CEL	98668.CEL
93706	RHCYT	perhexiline	CHEMBL75880	NA	FALSE	control_0.67	12	micromolar	DMSO .1 %	drugmatrix_93706.CEL			93719.CEL	98414.CEL	98414.CEL;98418.CE
93707	RHCYT	lansoprazole	CHEMBL480	NA	FALSE	control_1	240	micromolar	DMSO .1 %	drugmatrix_93707.CEL			93737.CEL	98415.CEL	98415.CEL;98419.CE
93708	RHCYT	etoposide	CHEMBL44657	NA	FALSE	control_1	125	micromolar	DMSO .1 %	drugmatrix_93708.CEL			93738.CEL	98381.CEL	98414.CEL;98418.CE
93709	RHCYT	zidovudine	CHEMBL129	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93709.CEL			93542.CEL	98382.CEL	98415.CEL;98419.CE
93710	RHCYT	17beta-estradiol	CHEMBL282575	NA	FALSE	control_0.67	250	micromolar	DMSO .1 %	drugmatrix_93710.CEL			93542.CEL	98418.CEL	98414.CEL;98418.CE
93711	RHCYT	cyclosporin A	CHEMBL442519	NA	FALSE	control_0.67	10	micromolar	DMSO .1 %	drugmatrix_93711.CEL			93719.CEL	98419.CEL	98415.CEL;98419.CE
100998	RHCYT	carbon tetrachloride	CHEMBL44814	NA	FALSE	control_1	775	micromolar	DMSO .1 %	drugmatrix_100998.CEL			100994.CEL;101013.CEL	98383.CEL	98414.CEL;98418.CE
93713	RHCYT	carbon tetrachloride	CHEMBL44814	NA	FALSE	control_1	775	micromolar	DMSO .1 %	drugmatrix_93713.CEL			93737.CEL	98384.CEL	98415.CEL;98419.CE
93714	RHCYT	busulfan	CHEMBL820	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93714.CEL			93733.CEL	100935.CEL	100935.CEL;100937.CEL;100939.CEL;100941.CEL;100943.CEL;100945.CEL
93715	RHCYT	chlorpromazine	CHEMBL71	NA	FALSE	control_0.67	43.9	micromolar	DMSO .1 %	drugmatrix_93715.CEL			93542.CEL	100936.CEL	100935.CEL;100937.CEL;100939.CEL;100941.CEL;100943.CEL;100945.CEL
93716	RHCYT	4,4'-diaminodiphenylmethane	CHEMBL85728	NA	FALSE	control_0.67	296	micromolar	DMSO .1 %	drugmatrix_93716.CEL			93542.CEL	100937.CEL	100935.CEL;100937.CEL;100939.CEL;100941.CEL;100943.CEL;100945.CEL
93718	RHCYT	diethylstilbestrol	CHEMBL411	NA	FALSE	control_0.67	120	micromolar	DMSO .1 %	drugmatrix_93718.CEL			93719.CEL	100938.CEL	100935.CEL;100937.CEL;100939.CEL;100941.CEL;100943.CEL;100945.CEL
93719	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93719.CEL				100939.CEL	100935.CEL;100937.CEL;100939.CEL;100941.CEL;100943.CEL;100945.CEL
93720	RHCYT	paroxetine	CHEMBL490	NA	FALSE	control_0.67	30	micromolar	DMSO .1 %	drugmatrix_93720.CEL			93719.CEL	100940.CEL	100935.CEL;100937.CEL;100939.CEL;100941.CEL;100943.CEL;100945.CEL
93721	RHCYT	17?-ethynylestradiol	CHEMBL691	NA	FALSE	control_0.67	190	micromolar	DMSO .1 %	drugmatrix_93721.CEL			93542.CEL	100941.CEL	100935.CEL;100937.CEL;100939.CEL;100941.CEL;100943.CEL;100945.CEL
93722	RHCYT	1-naphthyl isothiocyanate	CHEMBL1381098	NA	FALSE	control_1	166.67	micromolar	DMSO .1 %	drugmatrix_93722.CEL			93737.CEL	100942.CEL	100935.CEL;100937.CEL;100939.CEL;100941.CEL;100943.CEL;100945.CEL
93723	RHCYT	atorvastatin	CHEMBL1487	NA	FALSE	control_0.67	250	micromolar	DMSO .1 %	drugmatrix_93723.CEL			93719.CEL	100943.CEL	100935.CEL;100937.CEL;100939.CEL;100941.CEL;100943.CEL;100945.CEL
93724	RHCYT	paroxetine	CHEMBL490	NA	FALSE	control_1	30	micromolar	DMSO .1 %	drugmatrix_93724.CEL			93737.CEL	100944.CEL	100935.CEL;100937.CEL;100939.CEL;100941.CEL;100943.CEL;100945.CEL
93725	RHCYT	olanzapine	CHEMBL715	NA	FALSE	control_1	250	micromolar	DMSO .1 %	drugmatrix_93725.CEL			93737.CEL	100945.CEL	100935.CEL;100937.CEL;100939.CEL;100941.CEL;100943.CEL;100945.CEL
93726	RHCYT	didanosine	CHEMBL1460	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93726.CEL			93737.CEL	100946.CEL	100935.CEL;100937.CEL;100939.CEL;100941.CEL;100943.CEL;100945.CEL
93727	RHCYT	sildenafil	CHEMBL192	NA	FALSE	control_0.67	90	micromolar	DMSO .1 %	drugmatrix_93727.CEL			93719.CEL	100976.CEL	100976.CEL
93728	RHCYT	desloratadine	CHEMBL998	NA	FALSE	control_1	62.25	micromolar	DMSO .1 %	drugmatrix_93728.CEL			93737.CEL	100977.CEL	100976.CEL
93729	RHCYT	gabapentin	CHEMBL940	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93729.CEL			93719.CEL	100978.CEL	100976.CEL
93730	RHCYT	perhexiline	CHEMBL75880	NA	FALSE	control_1	12	micromolar	DMSO .1 %	drugmatrix_93730.CEL			93737.CEL	100979.CEL	100976.CEL
93731	RHCYT	cyclosporin A	CHEMBL442519	NA	FALSE	control_1	10	micromolar	DMSO .1 %	drugmatrix_93731.CEL			93737.CEL	100980.CEL	100976.CEL
93732	RHCYT	valproic acid	CHEMBL109	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93732.CEL			93542.CEL	100981.CEL	100976.CEL
93733	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93733.CEL			93733.CEL	100982.CEL	100976.CEL
93735	RHCYT	gentamycin	CHEMBL220884	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93735.CEL			93542.CEL	100983.CEL	100976.CEL
93736	RHCYT	desloratadine	CHEMBL998	NA	FALSE	control_0.67	62.25	micromolar	DMSO .1 %	drugmatrix_93736.CEL			93719.CEL	100984.CEL	100976.CEL
93737	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93737.CEL				100985.CEL	100976.CEL
93738	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93738.CEL				100986.CEL	100976.CEL
93739	RHCYT	progesterone	CHEMBL103	NA	FALSE	control_0.67	148	micromolar	DMSO .1 %	drugmatrix_93739.CEL			93733.CEL	101032.CEL	100976.CEL
93741	RHCYT	tetracycline	CHEMBL1440	NA	FALSE	control_1	520	micromolar	DMSO .1 %	drugmatrix_93741.CEL			93738.CEL	100987.CEL	100976.CEL
93742	RHCYT	sildenafil	CHEMBL192	NA	FALSE	control_1	90	micromolar	DMSO .1 %	drugmatrix_93742.CEL			93737.CEL	100988.CEL	100976.CEL
93743	RHCYT	pemoline	CHEMBL1177	NA	FALSE	control_0.67	833	micromolar	DMSO .1 %	drugmatrix_93743.CEL			93733.CEL	100989.CEL	100976.CEL
93744	RHCYT	sulpiride	CHEMBL26	NA	FALSE	control_1	667	micromolar	DMSO .1 %	drugmatrix_93744.CEL			93787.CEL	100990.CEL	100976.CEL
93745	RHCYT	valproic acid	CHEMBL109	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93745.CEL			93799.CEL	100991.CEL	100976.CEL
93746	RHCYT	1-naphthyl isothiocyanate	CHEMBL1381098	NA	FALSE	control_0.67	166.67	micromolar	DMSO .1 %	drugmatrix_93746.CEL			93759.CEL	100992.CEL	100976.CEL
93747	RHCYT	paraquat dichloride	CHEMBL74469	NA	FALSE	control_0.67	650	micromolar	DMSO .1 %	drugmatrix_93747.CEL			93772.CEL	100993.CEL	100976.CEL
93748	RHCYT	chloroquine	CHEMBL1656	NA	FALSE	control_1	21.95	micromolar	DMSO .1 %	drugmatrix_93748.CEL			93799.CEL	100994.CEL	100994.CEL;101013.CEL
93749	RHCYT	1-naphthyl isothiocyanate	CHEMBL1381098	NA	FALSE	control_1	166.67	micromolar	DMSO .1 %	drugmatrix_93749.CEL			93940.CEL	100995.CEL	100994.CEL;101013.CEL
93750	RHCYT	diethylstilbestrol	CHEMBL411	NA	FALSE	control_1	120	micromolar	DMSO .1 %	drugmatrix_93750.CEL			93940.CEL	100996.CEL	100994.CEL;101013.CEL
93751	RHCYT	risperidone	CHEMBL85	NA	FALSE	control_1	400	micromolar	DMSO .1 %	drugmatrix_93751.CEL			93787.CEL	100997.CEL	100994.CEL;101013.CEL
93752	RHCYT	didanosine	CHEMBL1460	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93752.CEL			93759.CEL	100998.CEL	100994.CEL;101013.CEL
93753	RHCYT	paroxetine	CHEMBL490	NA	FALSE	control_1	30	micromolar	DMSO .1 %	drugmatrix_93753.CEL			93940.CEL	100999.CEL	100994.CEL;101013.CEL
93754	RHCYT	atorvastatin	CHEMBL1487	NA	FALSE	control_1	250	micromolar	DMSO .1 %	drugmatrix_93754.CEL			93940.CEL	101000.CEL	100994.CEL;101013.CEL
93755	RHCYT	simvastatin	CHEMBL1064	NA	FALSE	control_1	160	micromolar	DMSO .1 %	drugmatrix_93755.CEL			93940.CEL	101116.CEL	100994.CEL;101013.CEL
93756	RHCYT	sildenafil	CHEMBL192	NA	FALSE	control_0.67	90	micromolar	DMSO .1 %	drugmatrix_93756.CEL			93759.CEL	101002.CEL	100994.CEL;101013.CEL
93757	RHCYT	atorvastatin	CHEMBL1487	NA	FALSE	control_0.67	250	micromolar	DMSO .1 %	drugmatrix_93757.CEL			93759.CEL	101003.CEL	100994.CEL;101013.CEL
93758	RHCYT	nevirapine	CHEMBL57	NA	FALSE	control_0.67	250	micromolar	DMSO .1 %	drugmatrix_93758.CEL			93772.CEL	101004.CEL	100994.CEL;101013.CEL
93759	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93759.CEL				101005.CEL	100994.CEL;101013.CEL
93760	RHCYT	prinomastat	CHEMBL75094	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93760.CEL			93799.CEL	101006.CEL	100994.CEL;101013.CEL
93761	RHCYT	nevirapine	CHEMBL57	NA	FALSE	control_1	250	micromolar	DMSO .1 %	drugmatrix_93761.CEL			93787.CEL	101007.CEL	100994.CEL;101013.CEL
93762	RHCYT	desloratadine	CHEMBL998	NA	FALSE	control_1	62.25	micromolar	DMSO .1 %	drugmatrix_93762.CEL			93940.CEL	101008.CEL	100994.CEL;101013.CEL
93763	RHCYT	diphenhydramine	CHEMBL657	NA	FALSE	control_0.67	263	micromolar	DMSO .1 %	drugmatrix_93763.CEL			93772.CEL	101009.CEL	100994.CEL;101013.CEL
93764	RHCYT	clotrimazole	CHEMBL104	NA	FALSE	control_1	60	micromolar	DMSO .1 %	drugmatrix_93764.CEL			93787.CEL	101010.CEL	100994.CEL;101013.CEL
93765	RHCYT	gabapentin	CHEMBL940	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93765.CEL			93759.CEL	101011.CEL	100994.CEL;101013.CEL
93766	RHCYT	amiodarone	CHEMBL633	NA	FALSE	control_1	37.04	micromolar	DMSO .1 %	drugmatrix_93766.CEL			93799.CEL	101012.CEL	100994.CEL;101013.CEL
93767	RHCYT	colchicine	CHEMBL107	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93767.CEL			93799.CEL	101013.CEL	100994.CEL;101013.CEL
93768	RHCYT	perhexiline	CHEMBL75880	NA	FALSE	control_1	12	micromolar	DMSO .1 %	drugmatrix_93768.CEL			93940.CEL	101014.CEL	100994.CEL;101013.CEL
93769	RHCYT	17?-ethynylestradiol	CHEMBL691	NA	FALSE	control_1	190	micromolar	DMSO .1 %	drugmatrix_93769.CEL			93799.CEL	101015.CEL	100994.CEL;101013.CEL
93770	RHCYT	fluoxetine	CHEMBL41	NA	FALSE	control_1	58	micromolar	DMSO .1 %	drugmatrix_93770.CEL			93799.CEL	101016.CEL	100994.CEL;101013.CEL
93771	RHCYT	gentamycin	CHEMBL220884	NA	FALSE	control_1	2900	micromolar	DMSO .1 %	drugmatrix_93771.CEL			93787.CEL	101017.CEL	100994.CEL;101013.CEL
93772	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93772.CEL				101018.CEL	100994.CEL;101013.CEL
93773	RHCYT	4,4'-diaminodiphenylmethane	CHEMBL85728	NA	FALSE	control_1	296	micromolar	DMSO .1 %	drugmatrix_93773.CEL			93799.CEL	101019.CEL	100994.CEL;101013.CEL
93775	RHCYT	chlorpromazine	CHEMBL71	NA	FALSE	control_1	43.9	micromolar	DMSO .1 %	drugmatrix_93775.CEL			93799.CEL	101020.CEL	100994.CEL;101013.CEL
93776	RHCYT	risperidone	CHEMBL85	NA	FALSE	control_0.67	400	micromolar	DMSO .1 %	drugmatrix_93776.CEL			93772.CEL	101021.CEL	100994.CEL;101013.CEL
