Source Name	Characteristics [CellLine]	Factor Value [COMPOUND]	ChEMBL_ID	Genotoxicity	Carcinogenicity	Characteristics_Control	Extract Name	Factor Value [DOSE]	Unit [ConcentrationUnit]	Time	TimeUnit	Replicate	Characteristics_Vehicle	array_file	control_file	final_array_file
BPI-T2-DMN5-72h-R-1-1	HepaRG	N-nitrosodimethylamine	CHEMBL117311	GTX	C	FALSE	BPI-T2-DMSO-72h	100	uM	72	h		DMSO	BPI-T2-DMN5-72h-R-1-1.CEL	BPI-T2-DMSO-72h-R-1-1.CEL;BPI-T2-DMSO-72h-R-2-1.CEL;BPI-T2-DMSO-72h-R-2-2.CEL	study01_CHEMBL117311_100uM_72h_
BPI-T2-MPH10-72h-R-1-1	HepaRG	methapyrilene hydrochloride	CHEMBL1255739	NGTX	C	FALSE	BPI-T2-DMSO-72h	75	uM	72	h		DMSO	BPI-T2-MPH10-72h-R-1-1.CEL	BPI-T2-DMSO-72h-R-1-1.CEL;BPI-T2-DMSO-72h-R-2-1.CEL;BPI-T2-DMSO-72h-R-2-2.CEL	study01_CHEMBL1255739_75uM_72h_
BPI-T2-MPH5-72h-R-1-1	HepaRG	methapyrilene hydrochloride	CHEMBL1255739	NGTX	C	FALSE	BPI-T2-DMSO-72h	37.5	uM	72	h		DMSO	BPI-T2-MPH5-72h-R-1-1.CEL	BPI-T2-DMSO-72h-R-1-1.CEL;BPI-T2-DMSO-72h-R-2-1.CEL;BPI-T2-DMSO-72h-R-2-2.CEL	study01_CHEMBL1255739_37_5uM_72h_
BPI-T2-NFE10-72h-R-1-1	HepaRG	nifedipine	CHEMBL193	NGTX	NC	FALSE	BPI-T2-DMSO-72h	40	uM	72	h		DMSO	BPI-T2-NFE10-72h-R-1-1.CEL	BPI-T2-DMSO-72h-R-1-1.CEL;BPI-T2-DMSO-72h-R-2-1.CEL;BPI-T2-DMSO-72h-R-2-2.CEL	study01_CHEMBL193_40uM_72h_
BPI-T2-NFE5-72h-R-1-1	HepaRG	nifedipine	CHEMBL193	NGTX	NC	FALSE	BPI-T2-DMSO-72h	20	uM	72	h		DMSO	BPI-T2-NFE5-72h-R-1-1.CEL	BPI-T2-DMSO-72h-R-1-1.CEL;BPI-T2-DMSO-72h-R-2-1.CEL;BPI-T2-DMSO-72h-R-2-2.CEL	study01_CHEMBL193_20uM_72h_
BPI-T2-PPX10-72h-R-1-1	HepaRG	piperonyl butoxide	CHEMBL1201131	NGTX	C	FALSE	BPI-T2-DMSO-72h	3.2	uM	72	h		DMSO	BPI-T2-PPX10-72h-R-1-1.CEL	BPI-T2-DMSO-72h-R-1-1.CEL;BPI-T2-DMSO-72h-R-2-1.CEL;BPI-T2-DMSO-72h-R-2-2.CEL	study01_CHEMBL1201131_3_2uM_72h_
BPI-T2-PPX5-72h-R-1-1	HepaRG	piperonyl butoxide	CHEMBL1201131	NGTX	C	FALSE	BPI-T2-DMSO-72h	1.6	uM	72	h		DMSO	BPI-T2-PPX5-72h-R-1-1.CEL	BPI-T2-DMSO-72h-R-1-1.CEL;BPI-T2-DMSO-72h-R-2-1.CEL;BPI-T2-DMSO-72h-R-2-2.CEL	study01_CHEMBL1201131_1_6uM_72h_
BPI-T2-PRN 10-72h-R-1-1	HepaRG	pirinixic acid	CHEMBL295416	NGTX	C	FALSE	BPI-T2-DMSO-72h	210	uM	72	h		DMSO	BPI-T2-PRN_10-72h-R-1-1.CEL	BPI-T2-DMSO-72h-R-1-1.CEL;BPI-T2-DMSO-72h-R-2-1.CEL;BPI-T2-DMSO-72h-R-2-2.CEL	study01_CHEMBL295416_210uM_72h_
BPI-T2-SPB10-72h-R-1-1	HepaRG	phenobarbital sodium	CHEMBL149972	NGTX	C	FALSE	BPI-T2-DMSO-72h	50	uM	72	h		DMSO	BPI-T2-SPB10-72h-R-1-1.CEL	BPI-T2-DMSO-72h-R-1-1.CEL;BPI-T2-DMSO-72h-R-2-1.CEL;BPI-T2-DMSO-72h-R-2-2.CEL	study01_CHEMBL149972_50uM_72h_
BPI-T2-SPB5-72h-R-1-1	HepaRG	phenobarbital sodium	CHEMBL149972	NGTX	C	FALSE	BPI-T2-DMSO-72h	25	uM	72	h		DMSO	BPI-T2-SPB5-72h-R-1-1.CEL	BPI-T2-DMSO-72h-R-1-1.CEL;BPI-T2-DMSO-72h-R-2-1.CEL;BPI-T2-DMSO-72h-R-2-2.CEL	study01_CHEMBL149972_25uM_72h_
BPI-T2-TBT 10-72h-R-1-1	HepaRG	tolbutamide	CHEMBL782	NGTX	NC	FALSE	BPI-T2-DMSO-72h	2000	uM	72	h		DMSO	BPI-T2-TBT_10-72h-R-1-1.CEL	BPI-T2-DMSO-72h-R-1-1.CEL;BPI-T2-DMSO-72h-R-2-1.CEL;BPI-T2-DMSO-72h-R-2-2.CEL	study01_CHEMBL782_2000uM_72h_
BPI-T2-TPA 10-72h-R-1-1	HepaRG	phorbol 13-acetate 12-myristate	CHEMBL279115	NGTX	C	FALSE	BPI-T2-DMSO-72h	35	uM	72	h		DMSO	BPI-T2-TPA_10-72h-R-1-1.CEL	BPI-T2-DMSO-72h-R-1-1.CEL;BPI-T2-DMSO-72h-R-2-1.CEL;BPI-T2-DMSO-72h-R-2-2.CEL	study01_CHEMBL279115_35uM_72h_
BPI-T2-DIC10-24h-R-1-1	HepaRG	diclofenac	CHEMBL139	NGTX	NC	FALSE	BPI-T2-Media-24h	50	uM	24	h		Medium	BPI-T2-DIC10-24h-R-1-1.CEL	BPI-T2-Media-24h-R-1-1.CEL	study01_CHEMBL139_50uM_24h_
BPI-T2-DIC5-24h-R-1-1	HepaRG	diclofenac	CHEMBL139	NGTX	NC	FALSE	BPI-T2-Media-24h	25	uM	24	h		Medium	BPI-T2-DIC5-24h-R-1-1.CEL	BPI-T2-Media-24h-R-1-1.CEL	study01_CHEMBL139_25uM_24h_
BPI-T2-DMO10-24h-R-1-1	HepaRG	D-mannitol	CHEMBL689	NGTX	NC	FALSE	BPI-T2-Media-24h	375	uM	24	h		Medium	BPI-T2-DMO10-24h-R-1-1.CEL	BPI-T2-Media-24h-R-1-1.CEL	study01_CHEMBL689_375uM_24h_
BPI-T2-DMO5-24h-R-1-1	HepaRG	D-mannitol	CHEMBL689	NGTX	NC	FALSE	BPI-T2-Media-24h	187.5	uM	24	h		Medium	BPI-T2-DMO5-24h-R-1-1.CEL	BPI-T2-Media-24h-R-1-1.CEL	study01_CHEMBL689_187_5uM_24h_
BPI-T2-DIC10-72h-R-1-1	HepaRG	diclofenac	CHEMBL139	NGTX	NC	FALSE	BPI-T2-Media-48h	50	uM	48	h		Medium	BPI-T2-DIC10-72h-R-1-1.CEL		study01_CHEMBL139_50uM_48h_
BPI-T2-DIC5-72h-R-1-1	HepaRG	diclofenac	CHEMBL139	NGTX	NC	FALSE	BPI-T2-Media-48h	25	uM	48	h		Medium	BPI-T2-DIC5-72h-R-1-1.CEL		study01_CHEMBL139_25uM_48h_
BPI-T2-DMO10-72h-R-1-1	HepaRG	D-mannitol	CHEMBL689	NGTX	NC	FALSE	BPI-T2-Media-48h	375	uM	48	h		Medium	BPI-T2-DMO10-72h-R-1-1.CEL		study01_CHEMBL689_375uM_48h_
BPI-T2-DMO5-72h-R-1-1	HepaRG	D-mannitol	CHEMBL689	NGTX	NC	FALSE	BPI-T2-Media-48h	187.5	uM	48	h		Medium	BPI-T2-DMO5-72h-R-1-1.CEL		study01_CHEMBL689_187_5uM_48h_
BPI-T3-2NF10-24h-R-1-1	HepaRG	2-nitrofluorene	CHEMBL351487	GTX	C	FALSE	BPI-T3-DMSO-24h	18	uM	24	h		DMSO	BPI-T3-2NF10-24h-R-1-1.CEL	BPI-T3-DMSO-24h-R-1-1.CEL;BPI-T3-DMSO-24h-R-2-1.CEL;BPI-T3-DMSO-24h-R-2-2.CEL	study01_CHEMBL351487_18uM_24h_
BPI-T3-2NF5-24h-R-1-1	HepaRG	2-nitrofluorene	CHEMBL351487	GTX	C	FALSE	BPI-T3-DMSO-24h	9	uM	24	h		DMSO	BPI-T3-2NF5-24h-R-1-1.CEL	BPI-T3-DMSO-24h-R-1-1.CEL;BPI-T3-DMSO-24h-R-2-1.CEL;BPI-T3-DMSO-24h-R-2-2.CEL	study01_CHEMBL351487_9uM_24h_
BPI-T3-AFB 10-24h-R-1-1	HepaRG	aflatoxin B1	CHEMBL1697694	GTX	C	FALSE	BPI-T3-DMSO-24h	2.5	uM	24	h		DMSO	BPI-T3-AFB_10-24h-R-1-1.CEL	BPI-T3-DMSO-24h-R-1-1.CEL;BPI-T3-DMSO-24h-R-2-1.CEL;BPI-T3-DMSO-24h-R-2-2.CEL	study01_CHEMBL1697694_2_5uM_24h_
BPI-T3-BaP10-24h-R-1-1	HepaRG	benzo[a]pyrene	CHEMBL31184	GTX	C	FALSE	BPI-T3-DMSO-24h	5	uM	24	h		DMSO	BPI-T3-BaP10-24h-R-1-1.CEL	BPI-T3-DMSO-24h-R-1-1.CEL;BPI-T3-DMSO-24h-R-2-1.CEL;BPI-T3-DMSO-24h-R-2-2.CEL	study01_CHEMBL31184_5uM_24h_
BPI-T3-BaP5-24h-R-1-1	HepaRG	benzo[a]pyrene	CHEMBL31184	GTX	C	FALSE	BPI-T3-DMSO-24h	2.5	uM	24	h		DMSO	BPI-T3-BaP5-24h-R-1-1.CEL	BPI-T3-DMSO-24h-R-1-1.CEL;BPI-T3-DMSO-24h-R-2-1.CEL;BPI-T3-DMSO-24h-R-2-2.CEL	study01_CHEMBL31184_2_5uM_24h_
BPI-T3-CND 10-24h-R-1-1	HepaRG	clonidine	CHEMBL134	NGTX	NC	FALSE	BPI-T3-DMSO-24h	0.1	uM	24	h		DMSO	BPI-T3-CND_10-24h-R-1-1.CEL	BPI-T3-DMSO-24h-R-1-1.CEL;BPI-T3-DMSO-24h-R-2-1.CEL;BPI-T3-DMSO-24h-R-2-2.CEL	study01_CHEMBL134_0_1uM_24h_
BPI-T3-CPM 10-24h-R-1-1	HepaRG	cyclophosphamide hydrate	CHEMBL1200796	GTX	C	FALSE	BPI-T3-DMSO-24h	700	uM	24	h		DMSO	BPI-T3-CPM_10-24h-R-1-1.CEL	BPI-T3-DMSO-24h-R-1-1.CEL;BPI-T3-DMSO-24h-R-2-1.CEL;BPI-T3-DMSO-24h-R-2-2.CEL	study01_CHEMBL1200796_700uM_24h_
BPI-T3-DMN10-24h-R-1-1	HepaRG	N-nitrosodimethylamine	CHEMBL117311	GTX	C	FALSE	BPI-T3-DMSO-24h	200	uM	24	h		DMSO	BPI-T3-DMN10-24h-R-1-1.CEL	BPI-T3-DMSO-24h-R-1-1.CEL;BPI-T3-DMSO-24h-R-2-1.CEL;BPI-T3-DMSO-24h-R-2-2.CEL	study01_CHEMBL117311_200uM_24h_
BPI-T3-DMN5-24h-R-1-1	HepaRG	N-nitrosodimethylamine	CHEMBL117311	GTX	C	FALSE	BPI-T3-DMSO-24h	100	uM	24	h		DMSO	BPI-T3-DMN5-24h-R-1-1.CEL	BPI-T3-DMSO-24h-R-1-1.CEL;BPI-T3-DMSO-24h-R-2-1.CEL;BPI-T3-DMSO-24h-R-2-2.CEL	study01_CHEMBL117311_100uM_24h_
BPI-T3-MPH10-24h-R-1-1	HepaRG	methapyrilene hydrochloride	CHEMBL1255739	NGTX	C	FALSE	BPI-T3-DMSO-24h	75	uM	24	h		DMSO	BPI-T3-MPH10-24h-R-1-1.CEL	BPI-T3-DMSO-24h-R-1-1.CEL;BPI-T3-DMSO-24h-R-2-1.CEL;BPI-T3-DMSO-24h-R-2-2.CEL	study01_CHEMBL1255739_75uM_24h_
BPI-T3-MPH5-24h-R-1-1	HepaRG	methapyrilene hydrochloride	CHEMBL1255739	NGTX	C	FALSE	BPI-T3-DMSO-24h	37.5	uM	24	h		DMSO	BPI-T3-MPH5-24h-R-1-1.CEL	BPI-T3-DMSO-24h-R-1-1.CEL;BPI-T3-DMSO-24h-R-2-1.CEL;BPI-T3-DMSO-24h-R-2-2.CEL	study01_CHEMBL1255739_37_5uM_24h_
BPI-T3-NFE10-24h-R-1-1	HepaRG	nifedipine	CHEMBL193	NGTX	NC	FALSE	BPI-T3-DMSO-24h	40	uM	24	h		DMSO	BPI-T3-NFE10-24h-R-1-1.CEL	BPI-T3-DMSO-24h-R-1-1.CEL;BPI-T3-DMSO-24h-R-2-1.CEL;BPI-T3-DMSO-24h-R-2-2.CEL	study01_CHEMBL193_40uM_24h_
BPI-T3-NFE5-24h-R-1-1	HepaRG	nifedipine	CHEMBL193	NGTX	NC	FALSE	BPI-T3-DMSO-24h	20	uM	24	h		DMSO	BPI-T3-NFE5-24h-R-1-1.CEL	BPI-T3-DMSO-24h-R-1-1.CEL;BPI-T3-DMSO-24h-R-2-1.CEL;BPI-T3-DMSO-24h-R-2-2.CEL	study01_CHEMBL193_20uM_24h_
BPI-T3-PPX10-24h-R-1-1	HepaRG	piperonyl butoxide	CHEMBL1201131	NGTX	C	FALSE	BPI-T3-DMSO-24h	3.2	uM	24	h		DMSO	BPI-T3-PPX10-24h-R-1-1.CEL	BPI-T3-DMSO-24h-R-1-1.CEL;BPI-T3-DMSO-24h-R-2-1.CEL;BPI-T3-DMSO-24h-R-2-2.CEL	study01_CHEMBL1201131_3_2uM_24h_
BPI-T3-PPX5-24h-R-1-1	HepaRG	piperonyl butoxide	CHEMBL1201131	NGTX	C	FALSE	BPI-T3-DMSO-24h	1.6	uM	24	h		DMSO	BPI-T3-PPX5-24h-R-1-1.CEL	BPI-T3-DMSO-24h-R-1-1.CEL;BPI-T3-DMSO-24h-R-2-1.CEL;BPI-T3-DMSO-24h-R-2-2.CEL	study01_CHEMBL1201131_1_6uM_24h_
BPI-T3-PRN 10-24h-R-1-1	HepaRG	pirinixic acid	CHEMBL295416	NGTX	C	FALSE	BPI-T3-DMSO-24h	210	uM	24	h		DMSO	BPI-T3-PRN_10-24h-R-1-1.CEL	BPI-T3-DMSO-24h-R-1-1.CEL;BPI-T3-DMSO-24h-R-2-1.CEL;BPI-T3-DMSO-24h-R-2-2.CEL	study01_CHEMBL295416_210uM_24h_
BPI-T3-SPB10-24h-R-1-1	HepaRG	phenobarbital sodium	CHEMBL149972	NGTX	C	FALSE	BPI-T3-DMSO-24h	25	uM	24	h		DMSO	BPI-T3-SPB10-24h-R-1-1.CEL	BPI-T3-DMSO-24h-R-1-1.CEL;BPI-T3-DMSO-24h-R-2-1.CEL;BPI-T3-DMSO-24h-R-2-2.CEL	study01_CHEMBL149972_25uM_24h_
BPI-T3-SPB5-24h-R-1-1	HepaRG	phenobarbital sodium	CHEMBL149972	NGTX	C	FALSE	BPI-T3-DMSO-24h	50	uM	24	h		DMSO	BPI-T3-SPB5-24h-R-1-1.CEL	BPI-T3-DMSO-24h-R-1-1.CEL;BPI-T3-DMSO-24h-R-2-1.CEL;BPI-T3-DMSO-24h-R-2-2.CEL	study01_CHEMBL149972_50uM_24h_
BPI-T3-TBT 10-24h-R-1-1	HepaRG	tolbutamide	CHEMBL782	NGTX	NC	FALSE	BPI-T3-DMSO-24h	2000	uM	24	h		DMSO	BPI-T3-TBT_10-24h-R-1-1.CEL	BPI-T3-DMSO-24h-R-1-1.CEL;BPI-T3-DMSO-24h-R-2-1.CEL;BPI-T3-DMSO-24h-R-2-2.CEL	study01_CHEMBL782_2000uM_24h_
BPI-T3-TPA 10-24h-R-1-1	HepaRG	phorbol 13-acetate 12-myristate	CHEMBL279115	NGTX	C	FALSE	BPI-T3-DMSO-24h	35	uM	24	h		DMSO	BPI-T3-TPA_10-24h-R-1-1.CEL	BPI-T3-DMSO-24h-R-1-1.CEL;BPI-T3-DMSO-24h-R-2-1.CEL;BPI-T3-DMSO-24h-R-2-2.CEL	study01_CHEMBL279115_35uM_24h_
BPI-T3-2NF10-72h-R-1-1	HepaRG	2-nitrofluorene	CHEMBL351487	GTX	C	FALSE	BPI-T3-DMSO-72h	18	uM	72	h		DMSO	BPI-T3-2NF10-72h-R-1-1.CEL	BPI-T3-DMSO-72h-R-1-1.CEL;BPI-T3-DMSO-72h-R-2-1.CEL;BPI-T3-DMSO-72h-R-2-2.CEL	study01_CHEMBL351487_18uM_72h_
BPI-T3-2NF5-72h-R-1-1	HepaRG	2-nitrofluorene	CHEMBL351487	GTX	C	FALSE	BPI-T3-DMSO-72h	9	uM	72	h		DMSO	BPI-T3-2NF5-72h-R-1-1.CEL	BPI-T3-DMSO-72h-R-1-1.CEL;BPI-T3-DMSO-72h-R-2-1.CEL;BPI-T3-DMSO-72h-R-2-2.CEL	study01_CHEMBL351487_9uM_72h_
BPI-T3-AFB 10-72h-R-1-1	HepaRG	aflatoxin B1	CHEMBL1697694	GTX	C	FALSE	BPI-T3-DMSO-72h	2.5	uM	72	h		DMSO	BPI-T3-AFB_10-72h-R-1-1.CEL	BPI-T3-DMSO-72h-R-1-1.CEL;BPI-T3-DMSO-72h-R-2-1.CEL;BPI-T3-DMSO-72h-R-2-2.CEL	study01_CHEMBL1697694_2_5uM_72h_
BPI-T3-BaP10-72h-R-1-1	HepaRG	benzo[a]pyrene	CHEMBL31184	GTX	C	FALSE	BPI-T3-DMSO-72h	5	uM	72	h		DMSO	BPI-T3-BaP10-72h-R-1-1.CEL	BPI-T3-DMSO-72h-R-1-1.CEL;BPI-T3-DMSO-72h-R-2-1.CEL;BPI-T3-DMSO-72h-R-2-2.CEL	study01_CHEMBL31184_5uM_72h_
BPI-T3-BaP5-72h-R-1-1	HepaRG	benzo[a]pyrene	CHEMBL31184	GTX	C	FALSE	BPI-T3-DMSO-72h	2.5	uM	72	h		DMSO	BPI-T3-BaP5-72h-R-1-1.CEL	BPI-T3-DMSO-72h-R-1-1.CEL;BPI-T3-DMSO-72h-R-2-1.CEL;BPI-T3-DMSO-72h-R-2-2.CEL	study01_CHEMBL31184_2_5uM_72h_
BPI-T3-CND 10-72h-R-1-1	HepaRG	clonidine	CHEMBL134	NGTX	NC	FALSE	BPI-T3-DMSO-72h	0.1	uM	72	h		DMSO	BPI-T3-CND_10-72h-R-1-1.CEL	BPI-T3-DMSO-72h-R-1-1.CEL;BPI-T3-DMSO-72h-R-2-1.CEL;BPI-T3-DMSO-72h-R-2-2.CEL	study01_CHEMBL134_0_1uM_72h_
BPI-T3-CPM 10-72h-R-1-1	HepaRG	cyclophosphamide hydrate	CHEMBL1200796	GTX	C	FALSE	BPI-T3-DMSO-72h	700	uM	72	h		DMSO	BPI-T3-CPM_10-72h-R-1-1.CEL	BPI-T3-DMSO-72h-R-1-1.CEL;BPI-T3-DMSO-72h-R-2-1.CEL;BPI-T3-DMSO-72h-R-2-2.CEL	study01_CHEMBL1200796_700uM_72h_
BPI-T3-DMN10-72h-R-1-1	HepaRG	N-nitrosodimethylamine	CHEMBL117311	GTX	C	FALSE	BPI-T3-DMSO-72h	200	uM	72	h		DMSO	BPI-T3-DMN10-72h-R-1-1.CEL	BPI-T3-DMSO-72h-R-1-1.CEL;BPI-T3-DMSO-72h-R-2-1.CEL;BPI-T3-DMSO-72h-R-2-2.CEL	study01_CHEMBL117311_200uM_72h_
BPI-T3-DMN5-72h-R-1-1	HepaRG	N-nitrosodimethylamine	CHEMBL117311	GTX	C	FALSE	BPI-T3-DMSO-72h	100	uM	72	h		DMSO	BPI-T3-DMN5-72h-R-1-1.CEL	BPI-T3-DMSO-72h-R-1-1.CEL;BPI-T3-DMSO-72h-R-2-1.CEL;BPI-T3-DMSO-72h-R-2-2.CEL	study01_CHEMBL117311_100uM_72h_
BPI-T3-MPH10-72h-R-1-1	HepaRG	methapyrilene hydrochloride	CHEMBL1255739	NGTX	C	FALSE	BPI-T3-DMSO-72h	75	uM	72	h		DMSO	BPI-T3-MPH10-72h-R-1-1.CEL	BPI-T3-DMSO-72h-R-1-1.CEL;BPI-T3-DMSO-72h-R-2-1.CEL;BPI-T3-DMSO-72h-R-2-2.CEL	study01_CHEMBL1255739_75uM_72h_
BPI-T3-MPH5-72h-R-1-1	HepaRG	methapyrilene hydrochloride	CHEMBL1255739	NGTX	C	FALSE	BPI-T3-DMSO-72h	37.5	uM	72	h		DMSO	BPI-T3-MPH5-72h-R-1-1.CEL	BPI-T3-DMSO-72h-R-1-1.CEL;BPI-T3-DMSO-72h-R-2-1.CEL;BPI-T3-DMSO-72h-R-2-2.CEL	study01_CHEMBL1255739_37_5uM_72h_
BPI-T3-NFE10-72h-R-1-1	HepaRG	nifedipine	CHEMBL193	NGTX	NC	FALSE	BPI-T3-DMSO-72h	40	uM	72	h		DMSO	BPI-T3-NFE10-72h-R-1-1.CEL	BPI-T3-DMSO-72h-R-1-1.CEL;BPI-T3-DMSO-72h-R-2-1.CEL;BPI-T3-DMSO-72h-R-2-2.CEL	study01_CHEMBL193_40uM_72h_
BPI-T3-NFE5-72h-R-1-1	HepaRG	nifedipine	CHEMBL193	NGTX	NC	FALSE	BPI-T3-DMSO-72h	20	uM	72	h		DMSO	BPI-T3-NFE5-72h-R-1-1.CEL	BPI-T3-DMSO-72h-R-1-1.CEL;BPI-T3-DMSO-72h-R-2-1.CEL;BPI-T3-DMSO-72h-R-2-2.CEL	study01_CHEMBL193_20uM_72h_
BPI-T3-PPX10-72h-R-1-1	HepaRG	piperonyl butoxide	CHEMBL1201131	NGTX	C	FALSE	BPI-T3-DMSO-72h	3.2	uM	72	h		DMSO	BPI-T3-PPX10-72h-R-1-1.CEL	BPI-T3-DMSO-72h-R-1-1.CEL;BPI-T3-DMSO-72h-R-2-1.CEL;BPI-T3-DMSO-72h-R-2-2.CEL	study01_CHEMBL1201131_3_2uM_72h_
BPI-T3-PPX5-72h-R-1-1	HepaRG	piperonyl butoxide	CHEMBL1201131	NGTX	C	FALSE	BPI-T3-DMSO-72h	1.6	uM	72	h		DMSO	BPI-T3-PPX5-72h-R-1-1.CEL	BPI-T3-DMSO-72h-R-1-1.CEL;BPI-T3-DMSO-72h-R-2-1.CEL;BPI-T3-DMSO-72h-R-2-2.CEL	study01_CHEMBL1201131_1_6uM_72h_
BPI-T3-PRN 10-72h-R-1-1	HepaRG	pirinixic acid	CHEMBL295416	NGTX	C	FALSE	BPI-T3-DMSO-72h	210	uM	72	h		DMSO	BPI-T3-PRN_10-72h-R-1-1.CEL	BPI-T3-DMSO-72h-R-1-1.CEL;BPI-T3-DMSO-72h-R-2-1.CEL;BPI-T3-DMSO-72h-R-2-2.CEL	study01_CHEMBL295416_210uM_72h_
BPI-T3-SPB10-72h-R-1-1	HepaRG	phenobarbital sodium	CHEMBL149972	NGTX	C	FALSE	BPI-T3-DMSO-72h	25	uM	72	h		DMSO	BPI-T3-SPB10-72h-R-1-1.CEL	BPI-T3-DMSO-72h-R-1-1.CEL;BPI-T3-DMSO-72h-R-2-1.CEL;BPI-T3-DMSO-72h-R-2-2.CEL	study01_CHEMBL149972_25uM_72h_
BPI-T3-SPB5-72h-R-1-1	HepaRG	phenobarbital sodium	CHEMBL149972	NGTX	C	FALSE	BPI-T3-DMSO-72h	50	uM	72	h		DMSO	BPI-T3-SPB5-72h-R-1-1.CEL	BPI-T3-DMSO-72h-R-1-1.CEL;BPI-T3-DMSO-72h-R-2-1.CEL;BPI-T3-DMSO-72h-R-2-2.CEL	study01_CHEMBL149972_50uM_72h_
BPI-T3-TBT 10-72h-R-1-1	HepaRG	tolbutamide	CHEMBL782	NGTX	NC	FALSE	BPI-T3-DMSO-72h	2000	uM	72	h		DMSO	BPI-T3-TBT_10-72h-R-1-1.CEL	BPI-T3-DMSO-72h-R-1-1.CEL;BPI-T3-DMSO-72h-R-2-1.CEL;BPI-T3-DMSO-72h-R-2-2.CEL	study01_CHEMBL782_2000uM_72h_
BPI-T3-TPA 10-72h-R-1-1	HepaRG	phorbol 13-acetate 12-myristate	CHEMBL279115	NGTX	C	FALSE	BPI-T3-DMSO-72h	35	uM	72	h		DMSO	BPI-T3-TPA_10-72h-R-1-1.CEL	BPI-T3-DMSO-72h-R-1-1.CEL;BPI-T3-DMSO-72h-R-2-1.CEL;BPI-T3-DMSO-72h-R-2-2.CEL	study01_CHEMBL279115_35uM_72h_
BPI-T3-DIC10-24h-R-1-1	HepaRG	diclofenac sodium	CHEMBL1034	NGTX	NC	FALSE	BPI-T3-Media-24h	50	uM	24	h		Medium	BPI-T3-DIC10-24h-R-1-1.CEL	BPI-T3-Media-24h-R-1-1.CEL	study01_CHEMBL1034_50uM_24h_
BPI-T3-DIC5-24h-R-1-1	HepaRG	diclofenac sodium	CHEMBL1034	NGTX	NC	FALSE	BPI-T3-Media-24h	25	uM	24	h		Medium	BPI-T3-DIC5-24h-R-1-1.CEL	BPI-T3-Media-24h-R-1-1.CEL	study01_CHEMBL1034_25uM_24h_
BPI-T3-DMO10-24h-R-1-1	HepaRG	D-mannitol	CHEMBL689	NGTX	NC	FALSE	BPI-T3-Media-24h	375	uM	24	h		Medium	BPI-T3-DMO10-24h-R-1-1.CEL	BPI-T3-Media-24h-R-1-1.CEL	study01_CHEMBL689_375uM_24h_
BPI-T3-DMO5-24h-R-1-1	HepaRG	D-mannitol	CHEMBL689	NGTX	NC	FALSE	BPI-T3-Media-24h	187.5	uM	24	h		Medium	BPI-T3-DMO5-24h-R-1-1.CEL	BPI-T3-Media-24h-R-1-1.CEL	study01_CHEMBL689_187_5uM_24h_
BPI-T3-DIC10-72h-R-1-1	HepaRG	diclofenac sodium	CHEMBL1034	NGTX	NC	FALSE	BPI-T3-Media-48h	50	uM	48	h		Medium	BPI-T3-DIC10-72h-R-1-1.CEL		study01_CHEMBL1034_50uM_48h_
BPI-T3-DIC5-72h-R-1-1	HepaRG	diclofenac sodium	CHEMBL1034	NGTX	NC	FALSE	BPI-T3-Media-48h	25	uM	48	h		Medium	BPI-T3-DIC5-72h-R-1-1.CEL		study01_CHEMBL1034_25uM_48h_
BPI-T3-DMO10-72h-R-1-1	HepaRG	D-mannitol	CHEMBL689	NGTX	NC	FALSE	BPI-T3-Media-48h	375	uM	48	h		Medium	BPI-T3-DMO10-72h-R-1-1.CEL		study01_CHEMBL689_375uM_48h_
BPI-T3-DMO5-72h-R-1-1	HepaRG	D-mannitol	CHEMBL689	NGTX	NC	FALSE	BPI-T3-Media-48h	187.5	uM	48	h		Medium	BPI-T3-DMO5-72h-R-1-1.CEL		study01_CHEMBL689_187_5uM_48h_
BPI-T4-2NF10-24h-R-1-1	HepaRG	2-nitrofluorene	CHEMBL351487	GTX	C	FALSE	BPI-T4-DMSO-24h	18	uM	24	h		DMSO	BPI-T4-2NF10-24h-R-1-1.CEL	BPI-T4-DMSO-24h-R-1-1.CEL	study01_CHEMBL351487_18uM_24h_
BPI-T4-2NF5-24h-R-1-1	HepaRG	2-nitrofluorene	CHEMBL351487	GTX	C	FALSE	BPI-T4-DMSO-24h	9	uM	24	h		DMSO	BPI-T4-2NF5-24h-R-1-1.CEL	BPI-T4-DMSO-24h-R-1-1.CEL	study01_CHEMBL351487_9uM_24h_
BPI-T4-BaP10-24h-R-1-1	HepaRG	benzo[a]pyrene	CHEMBL31184	GTX	C	FALSE	BPI-T4-DMSO-24h	5	uM	24	h		DMSO	BPI-T4-BaP10-24h-R-1-1.CEL	BPI-T4-DMSO-24h-R-1-1.CEL	study01_CHEMBL31184_5uM_24h_
BPI-T4-BaP5-24h-R-1-1	HepaRG	benzo[a]pyrene	CHEMBL31184	GTX	C	FALSE	BPI-T4-DMSO-24h	2.5	uM	24	h		DMSO	BPI-T4-BaP5-24h-R-1-1.CEL	BPI-T4-DMSO-24h-R-1-1.CEL	study01_CHEMBL31184_2_5uM_24h_
